chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.comments,parameters.dbkey,parameters.duplicate_scoring_strategy,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.remove_duplicates,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-24 18:03:45.567812,slurm_normal_16gb,,main_w2_handler1,2610606,11931219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2857790255,bam,6159957.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""",23484046,,,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""True""","""LENIENT""",,28596698.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-02-24 18:25:59.138417,67014.0,1333.5706050000001
,,2016-05-26 19:24:08.695520,slurm_normal_16gb,,main_w1_handler0,2708163,12994298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2103997090,bam,7182497.roundup,slurm,,corral-repl,,"""5cc08bf2237711e6950b005056a51846""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""",[],"""mm10""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8a5a4043bed35fe'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,30383588.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-05-26 22:17:20.226971,80466.0,10391.531451
,,2016-06-01 23:37:24.316957,slurm_normal_16gb,,main_w1_handler1,2708163,13044803,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2224511795,bam,7235117.roundup,slurm,,corral-repl,,"""c883a23c285111e6995e005056a52a46""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""",[],"""mm10""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7690829ea6f2eb1'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,30383588.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-06-02 12:32:29.510356,80466.0,46505.193399
,,2016-08-27 01:33:15.003160,slurm_normal_16gb,,main_w4_handler0,2803636,13729780,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1433591531,bam,7948672.roundup,slurm,,corral-repl,,"""377a49ec6bf611e68b25005056a51846""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd04b9879f61212e'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,32582785.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-08-27 06:53:30.497735,89124.0,19215.494575
,,2016-03-13 15:21:47.930020,slurm_normal_16gb,,main_w2_handler0,2631495,12120271,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",42225392,bam,6342553.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""",23817360,,,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""False""","""LENIENT""",,28923296.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-03-13 15:24:19.518920,75154.0,151.5889
,,2016-10-14 12:14:17.413313,slurm_normal_16gb,,main_w3_handler0,2853540,14081575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",692635823,bam,8297973.roundup,slurm,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bcc7120940300dd'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,33684033.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-10-14 12:21:49.492476,92157.0,452.07916300000005
,,2016-05-24 20:35:18.525269,slurm_normal_16gb,,main_w1_handler1,2716637,12977804,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19153348,bam,7165336.roundup,slurm,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg38.len""",[],"""hg38""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543e2424a90ab6804'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,30388402.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-05-24 20:38:10.682276,84943.0,172.15700700000002
,,2016-09-03 22:31:32.139135,slurm_normal_16gb,,main_w4_handler1,2809587,13777023,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2494145237,bam,7998628.roundup,slurm,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5736ffe498e9750bc'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,32755976.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-09-03 22:40:58.350828,89421.0,566.2116930000001
,,2016-04-08 18:17:12.922691,slurm_normal_16gb,,main_w1_handler2,2632333,12394201,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",559514839,bam,6591672.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""","""SUM_OF_BASE_QUALITIES""",24219471,,,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""True""","""LENIENT""",,28969284.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-04-08 19:36:05.238760,80547.0,4732.316069
,,2016-06-15 16:51:35.737329,slurm_normal_16gb,,main_w1_handler0,2739622,13171433,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",728955156,bam,7355400.roundup,slurm,,corral-repl,,"""6b9e8668331911e6953f005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""",[],"""mm10""","""SUM_OF_BASE_QUALITIES""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58737b975fc59918e'}]",,"""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,30852334.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,1.136.0,,2016-06-15 16:55:39.417456,37946.0,243.68012700000003
