create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-17 17:39:36.900677,slurm_normal,,100286116,tabular,main_w3_handler1,2960361,15326569,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2883041037,bed,9467420.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","[{'src': 'hda', 'id': 28809632}]","[{'src': 'hda', 'id': 28809828}]",,35203209,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_complementbed/2.24.0,2.24.0,,2017-03-17 17:42:43.778557,91484,186.87788
