create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.input_type.__current_case__,parameters.input_type.genome.values,parameters.input_type.input.values,parameters.input_type.input_type_select,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-01 03:43:53.037276,slurm_normal,,23821519667,bedgraph,main_w4_handler1,3088620,15713220,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39699141750,bed,9825872.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",0,"[{'src': 'hda', 'id': 29413820}]","[{'src': 'hda', 'id': 29414643}]",bed,0,,bg,1.0,true,"""false""","""""","""false""",,37674903,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-05-01 10:10:55.374606,104790,23222.337330000002
2017-05-08 04:49:30.066998,slurm_normal,,38176994699,pileup,main_w3_handler1,3090482,15776383,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4021874,vcf,9882978.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",0,"[{'src': 'hda', 'id': 29395071}]","[{'src': 'hda', 'id': 29395073}]",bed,0,,bg,1.0,false,"""false""","""""","""false""",,37620705,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-05-08 04:54:36.131051,83897,306.064053
2017-10-24 19:10:52.244447,slurm_normal,,5856428024,tabular,main_w4_handler1,3294205,17202096,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19537144,bed,11261228,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 31845706}]","[{'src': 'hda', 'id': 31779948}]",bed,1,0,hist,,,"""false""","""""","""false""",,41403935,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-10-24 19:17:22.488534,18481,390.24408700000004
