create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.split,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-03 09:14:40.718970,slurm_normal,,main_w4_handler0,3243917,17004860,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",72057,bed,7284792650,7284792650,,,bam,,,,,,,,,,,,,,,,,bam,11062750.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""false""","""mm9""","""""","""false""","[{'src': 'hda', 'id': 31499825}]","[{'src': 'hda', 'id': 31120777}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",,40297082.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-10-03 09:15:35.175299,81721.0,54.456329000000004
2017-07-20 15:11:22.045813,slurm_normal,,main_w3_handler0,3116449,16376158,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",188193122,bed,1106143066,1106143066,,,bed,,,,,,,,,,,,,,,,,bed,10441170.roundup,slurm,,corral-repl,,"""a8c8cba06d5d11e7838e005056ba2773""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 29669223}]","[{'src': 'hda', 'id': 30540357}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-20 15:15:20.957740,104750.0,238.91192700000002
2017-10-18 15:15:42.480604,slurm_normal,,main_w3_handler0,3290777,17133729,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1774240729,bed,1839245471,1839245471,,,bed,,,,,,,,,,,,,,,,,bed,11190590,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""false""","""danRer10""",""".5""","""false""","[{'src': 'hda', 'id': 31741027}]","[{'src': 'hda', 'id': 31741028}]","""false""","""false""","[""-wa""]","""true""","""false""","""""",,40172925.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-10-18 15:36:22.601667,90250.0,1240.121063
2017-11-10 13:07:02.839113,slurm_normal,,main_w3_handler1,3280110,17409663,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4542682223,bam,732848332,732848332,,,bam,,,,,,,,,,,,,,,,,bam,11471549,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32217354}]","[{'src': 'hda', 'id': 32047718}]","""true""","""false""","[""-wa"", ""-wb""]","""false""","""false""","""""",,41725453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-10 13:07:51.212966,113125.0,48.373853000000004
2018-02-03 00:04:03.102343,slurm_normal,,main_w3_handler1,3414867,18244234,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",93112360,bed,1609033927,1609033927,,,bam,,,,,,,,,,,,,,,,,bam,12324091,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 33644253}]","[{'src': 'hda', 'id': 33649971}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43145386.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-03 00:05:01.753379,119750.0,58.651036000000005
2017-07-22 19:47:58.080929,slurm_normal,,main_w4_handler0,3116449,16396383,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",983200068,bed,1500738378,1500738378,,,bed,,,,,,,,,,,,,,,,,bed,10460539.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 30277556}]","[{'src': 'hda', 'id': 30575876}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,39020089.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-22 19:49:25.398096,104750.0,87.31716700000001
2017-06-24 14:09:53.956927,slurm_normal,,main_w3_handler0,3034456,16174810,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36674,bed,1788977983,1788977983,,,bed,,,,,,,,,,,,,,,,,bed,10251488.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 30141654}]","[{'src': 'hda', 'id': 30141968}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38891577.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-06-24 14:29:20.802453,8352.0,1166.845526
2017-12-05 10:25:06.283322,slurm_normal,,main_w4_handler1,3335086,17700597,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1609554945,bam,1677081794,1677081794,,,bam,,,,,,,,,,,,,,,,,bam,11765360,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""false""","""danRer10""",""".5""","""false""","[{'src': 'hda', 'id': 32471767}]","[{'src': 'hda', 'id': 32471457}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,41728711.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-12-05 10:26:02.553379,90250.0,56.270057
2017-12-05 11:53:07.295998,slurm_normal,,main_w3_handler1,3335086,17701186,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1609554945,bam,1677081794,1677081794,,,bam,,,,,,,,,,,,,,,,,bam,11765869,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""false""","""danRer10""",""".5""","""false""","[{'src': 'hda', 'id': 32471767}]","[{'src': 'hda', 'id': 32471457}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,41728711.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-12-05 11:54:03.797971,90250.0,56.50197300000001
2017-10-11 21:59:14.871328,slurm_normal,,main_w4_handler1,3280728,17082665,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6560475,bed,538271232,538271232,,,bam,,,,,,,,,,,,,,,,,bam,11138433.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 31656137}]","[{'src': 'hda', 'id': 31615867}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,40692679.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-10-11 22:00:19.924647,111991.0,65.053319
2017-05-19 11:17:26.414516,slurm_normal,,main_w4_handler1,1796147,15888981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5496813,bed,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,9988678.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 29685844}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-S""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-19 11:18:34.207526,35884.0,67.79301000000001
2017-05-22 09:18:54.946615,slurm_normal,,main_w4_handler0,1796147,15904423,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,10002851.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 27317215}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-S""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-22 09:20:05.931637,35884.0,70.985022
2017-09-08 19:36:38.911439,slurm_normal,,main_w3_handler1,2951049,16775463,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",194260,bed,1119850333,1119850333,,,bed,,,,,,,,,,,,,,,,,bed,10843291.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","""""","""false""","[{'src': 'hda', 'id': 31164840}]","[{'src': 'hda', 'id': 31164097}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,40360140.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-08 19:37:36.741745,97825.0,57.830306
2017-05-25 10:35:02.659435,slurm_normal,,main_w4_handler0,3126472,15935825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",921494,bam,491780973,491780973,,,bam,502408599.0,bam,586313699.0,bam,690429289.0,bam,,,,,,,,,,,bam,10034252.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""0.3""","""false""","[{'src': 'hda', 'id': 29767416}]","[{'src': 'hda', 'id': 29765301}, {'src': 'hda', 'id': 29765347}, {'src': 'hda', 'id': 29765411}, {'src': 'hda', 'id': 29765494}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38131937.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-25 10:36:16.624067,39888.0,73.96463200000001
2017-10-01 23:35:18.118820,slurm_normal,,main_w4_handler0,3271858,16982010,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16678063,gff3,338138627,338138627,,,bam,,,,,,,,,,,,,,,,,bam,11049166.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 31495150}]","[{'src': 'hda', 'id': 31495119}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,40978204.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-10-01 23:36:08.373922,,50.255102
2017-05-27 08:51:18.814397,slurm_normal,,main_w3_handler1,3126472,15950840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",714534151,bam,690429289,690429289,,,bam,,,,,,,,,,,,,,,,,bam,10049069.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""0.4""","""false""","[{'src': 'hda', 'id': 29781079}]","[{'src': 'hda', 'id': 29765494}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38196891.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-27 08:52:17.515540,39888.0,58.701143
2017-11-15 15:46:53.078484,slurm_normal,,main_w4_handler1,3324146,17470729,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1299209,bed,1572143,1572143,,,bed,3487868035.0,bed,,,,,,,,,,,,,,,bed,11528111,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""false""","""hg_g1k_v37""","""""","""false""","[{'src': 'hda', 'id': 32335066}]","[{'src': 'hda', 'id': 32334855}, {'src': 'hda', 'id': 32336272}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,41181453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-15 16:24:37.133769,39888.0,2264.0552850000004
2017-09-08 20:32:34.744554,slurm_normal,,main_w4_handler1,2951049,16775840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",194260,bed,1119850333,1119850333,,,bed,,,,,,,,,,,,,,,,,bed,10843644.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","""""","""false""","[{'src': 'hda', 'id': 31164840}]","[{'src': 'hda', 'id': 31164097}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,40360140.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-08 20:33:20.235900,97825.0,45.491346
2017-08-06 15:56:11.721655,slurm_normal,,main_w4_handler1,2393221,16515372,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13023882064,bam,6808542118,6808542118,,,bam,,,,,,,,,,,,,,,,,bam,10584945.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 30709057}]","[{'src': 'hda', 'id': 30709063}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,39597665.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-08-06 16:00:30.087240,67238.0,258.365585
2018-02-03 00:03:38.684323,slurm_normal,,main_w4_handler0,3414867,18244204,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",93112360,bed,1661771259,1661771259,,,bam,,,,,,,,,,,,,,,,,bam,12324080,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 33644253}]","[{'src': 'hda', 'id': 33649969}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43145386.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-03 00:04:36.727399,119750.0,58.043076000000006
2017-05-25 10:38:12.851599,slurm_normal,,main_w4_handler1,3126472,15935839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",921494,bam,491780973,491780973,,,bam,502408599.0,bam,586313699.0,bam,690429289.0,bam,,,,,,,,,,,bam,10034270.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""0.3""","""false""","[{'src': 'hda', 'id': 29767416}]","[{'src': 'hda', 'id': 29765301}, {'src': 'hda', 'id': 29765347}, {'src': 'hda', 'id': 29765411}, {'src': 'hda', 'id': 29765494}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38131937.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-25 10:39:17.212762,39888.0,64.361163
2017-08-26 18:11:57.833379,slurm_normal,,main_w3_handler0,3232686,16665239,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1408386097,gtf,255340282,255340282,,,bam,,,,,,,,,,,,,,,,,bam,10737667.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 30987944}]","[{'src': 'hda', 'id': 30997889}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,40066871.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-08-26 18:12:56.566029,102312.0,58.73265000000001
2017-09-05 21:31:40.416320,slurm_normal,,main_w3_handler0,3237023,16741864,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",375317,bed,6271911097,6271911097,,,bed,,,,,,,,,,,,,,,,,bed,10811644.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 31116352}]","[{'src': 'hda', 'id': 31116795}]","""false""","""false""","[""-wb""]","""false""","""false""","""""",,40010067.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-05 22:38:21.466924,64128.0,4001.0506040000005
2017-09-08 18:23:45.502828,slurm_normal,,main_w4_handler0,2951049,16775090,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",191183,bed,1514467520,1514467520,,,bed,1119850333.0,bed,,,,,,,,,,,,,,,bed,10842899.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","""""","""false""","[{'src': 'hda', 'id': 31163990}]","[{'src': 'hda', 'id': 31164091}, {'src': 'hda', 'id': 31164097}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,40360140.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-08 18:24:29.822182,97825.0,44.319354000000004
2017-06-28 12:56:29.539834,slurm_normal,,main_w3_handler0,3174805,16211277,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40,bed,40626735551,40626735551,,,vcf,,,,,,,,,,,,,,,,,vcf,10287412.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""false""","""hg19Patch10""","""""","""false""","[{'src': 'hda', 'id': 30194379}]","[{'src': 'hda', 'id': 30194404}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38289019.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-06-28 12:57:12.484572,106787.0,42.944738
2017-05-15 20:54:10.468828,slurm_normal,,main_w4_handler0,3112075,15842245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1496367,bed,506205892,506205892,,,bam,,,,,,,,,,,,,,,,,bam,9943179.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""1""","""false""","[{'src': 'hda', 'id': 29608504}]","[{'src': 'hda', 'id': 29608460}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,37780938.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-15 20:55:04.101751,45757.0,53.632923000000005
2017-09-26 19:47:46.453253,slurm_normal,,main_w4_handler1,2996992,16939631,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",274548,bed,3167403322,3167403322,,,bed,,,,,,,,,,,,,,,,,bed,11009132.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""false""","""galGal4""","""""","""false""","[{'src': 'hda', 'id': 30360966}]","[{'src': 'hda', 'id': 31426457}]","""false""","""true""","[""-wa""]","""false""","""false""","""""",,40818609.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-26 19:48:45.445627,75600.0,58.992374000000005
2017-05-22 10:30:28.385740,slurm_normal,,main_w3_handler1,1796147,15905034,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,10003370.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 27317215}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-S""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-22 10:31:36.402047,35884.0,68.016307
2017-05-22 09:46:28.729888,slurm_normal,,main_w4_handler0,1796147,15904760,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,10003110.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 27317215}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-22 09:47:29.575291,35884.0,60.845403000000005
2017-05-22 11:45:41.534457,slurm_normal,,main_w4_handler0,1796147,15905481,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,10003788.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 27317215}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-22 11:46:38.310652,35884.0,56.776195
2017-07-06 03:42:28.578220,slurm_normal,,main_w3_handler0,3182203,16267810,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",301,vcf,69640991245,69640991245,,,vcf,,,,,,,,,,,,,,,,,vcf,10338880.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 30324066}]","[{'src': 'hda', 'id': 30298383}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,39126719.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-06 03:43:16.013966,52034.0,47.435746
2017-05-22 09:18:33.726605,slurm_normal,,main_w3_handler0,1796147,15904418,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,2366279533,2366279533,,,bam,,,,,,,,,,,,,,,,,bam,10002842.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 27317215}]","[{'src': 'hda', 'id': 26863193}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,36329246.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-22 09:19:36.320027,35884.0,62.593422000000004
2017-05-27 09:30:30.647816,slurm_normal,,main_w3_handler1,3126472,15950954,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",528448001,bam,502408599,502408599,,,bam,,,,,,,,,,,,,,,,,bam,10049165.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""false""","[{'src': 'hda', 'id': 29780947}]","[{'src': 'hda', 'id': 29765347}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38196891.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-27 09:31:31.317847,39888.0,60.670031
2017-05-15 21:08:19.904601,slurm_normal,,main_w4_handler1,3112075,15842326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1496367,bed,506205892,506205892,,,bam,,,,,,,,,,,,,,,,,bam,9943274.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""0.01""","""true""","[{'src': 'hda', 'id': 29608504}]","[{'src': 'hda', 'id': 29608460}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,37780938.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-15 21:09:14.097894,45757.0,54.193293000000004
2017-12-15 19:54:52.845129,slurm_normal,,main_w3_handler1,3367136,17821579,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",479664,bed,2507732270,2507732270,,,bed,,,,,,,,,,,,,,,,,bed,11890327,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32954802}]","[{'src': 'hda', 'id': 32951922}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,42619334.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-12-15 19:55:34.902312,37229.0,42.057183
2017-06-04 16:56:15.578103,slurm_normal,,main_w4_handler1,2737489,16009884,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1176603959,bed,1284295734,1284295734,,,bed,,,,,,,,,,,,,,,,,bed,10103056.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""""","""false""","[{'src': 'hda', 'id': 29884257}]","[{'src': 'hda', 'id': 29884258}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",,38078977.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-06-04 16:57:01.166905,86048.0,45.588802
2018-01-23 17:05:57.827777,slurm_normal,,main_w3_handler1,3402004,18136062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24,bed,1041951765,1041951765,,,bam,,,,,,,,,,,,,,,,,bam,12215627,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","""""","""false""","[{'src': 'hda', 'id': 33463010}]","[{'src': 'hda', 'id': 33458643}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43371014.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-01-23 17:06:53.906740,50472.0,56.078963
