create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.output_option,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.window_size,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-08-26 22:34:54.265087,slurm_normal,,main_w3_handler1,2196193,13729238,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4666343609,vcf,7947362.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ddf50d3f2484bb1'}]",hg38,cached,"""500000""",,32559175,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2016-08-26 22:38:59.029611,37892,244.76452400000002
