chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.split,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-01 20:33:02.609141,slurm_normal,,main_w3_handler1,2517706,13765765,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",806817,bed,2409864457,2409864457,bed,,,,,,,bed,7987227.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5590af1382edfb55a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5459c143126cdb979'}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,32685771,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2016-09-01 21:06:35.270863,37197.0,2012.661722
,,2017-03-29 14:42:27.021528,slurm_normal,,main_w3_handler0,2978162,15424737,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6587300732,bed,7880880904,7880880904,bed,,,,,,,bed,9557121.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 28969273}]","[{'src': 'hda', 'id': 28969272}]","""false""","""true""","[""-wa""]","""false""","""false""","""""",,35186312,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-03-29 14:43:05.104221,79460.0,38.082693
,,2016-08-31 23:03:14.225287,slurm_normal,,main_w4_handler0,2805191,13759643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",653883,bed,3036657600,3036657600,bed,,,,,,,bed,7980844.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5575302222c889d45'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b752f9403dde2083'}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,32701926,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2016-08-31 23:04:58.332040,89304.0,104.10675300000001
,,2016-09-23 18:35:43.076857,slurm_normal,,main_w4_handler0,2819086,13927675,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5220892110,bed,2445785487,2445785487,bed,,,,,,,bed,8150356.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""0.1""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddc8627a6fedeca8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b578b83a9afcb52a0f'}]","""true""","""false""","[""-wo""]","""true""","""false""","""""",,32939222,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2016-09-23 19:52:12.861744,90110.0,4589.784887000001
,,2016-12-06 18:34:40.823480,slurm_normal,,main_w3_handler0,2920653,14501992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2716164753,bed,1554214979,1554214979,bed,,,,,,,bed,8686013.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 27519263}]","[{'src': 'hda', 'id': 27519373}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,34685247,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2016-12-06 18:36:04.374923,64824.0,83.551443
,,2017-02-09 06:37:44.924046,slurm_normal,,main_w4_handler1,2968694,14992227,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",306398,bed,6158235822,6158235822,bed,,,,,,,bed,9149042.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 28276709}]","[{'src': 'hda', 'id': 28273165}]","""false""","""true""","[""-wa""]","""false""","""false""","""""",,35781508,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-02-09 06:38:19.866885,91416.0,34.942839
,,2017-01-17 13:37:57.442766,slurm_normal,,main_w3_handler1,2734446,14788235,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",373837,bed,28503041602,28503041602,bed,,,,,,,bed,8950744.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""""","""false""","[{'src': 'hda', 'id': 27957738}]","[{'src': 'hda', 'id': 27957088}]","""false""","""false""","[""-loj""]","""false""","""false""","""-s""",,35169768,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-01-17 13:38:33.269767,66211.0,35.827001
,,2017-03-29 13:32:06.455393,slurm_normal,,main_w3_handler1,2978162,15424138,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7880880904,bed,6587300732,6587300732,bed,,,,,,,bed,9556350.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 28969272}]","[{'src': 'hda', 'id': 28969273}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,35186312,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-03-29 13:32:40.800062,79460.0,34.344669
,,2017-02-28 14:14:48.500240,slurm_normal,,main_w3_handler0,2788464,15166655,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1590960,bed,2243721991,2243721991,bam,,,,,,,bam,9317883.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""0.05""","""false""","[{'src': 'hda', 'id': 28484282}]","[{'src': 'hda', 'id': 27868027}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,35483211,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-02-28 14:15:25.522406,66832.0,37.022166000000006
,,2017-02-16 13:46:08.359266,slurm_normal,,main_w4_handler0,2998110,15057813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109525328,gtf,1127043514,1127043514,bed,375840723.0,bed,,,,,bed,9213414.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 28383083}]","[{'src': 'hda', 'id': 28382392}, {'src': 'hda', 'id': 28382393}]","""false""","""false""","[""-wa""]","""false""","""false""","""-s""",,36082949,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2017-02-16 13:46:43.825191,100294.0,35.465925000000006
,,2016-07-07 09:25:55.060739,slurm_normal,,main_w1_handler1,1662042,13351435,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",66540,bed,1809582162,1809582162,bed,,,,,,,bed,7560962.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b593c4172df44c4081'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa86abc4b93a8ceb'}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,29973811,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,2.24.0,,2016-07-07 09:27:15.962985,25804.0,80.902246
