create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-21 13:54:25.325762,slurm_normal,,main_w1_handler0,2630615,12549414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",967408712,fasta,6737789.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58cffc91961c698ae'}]","""true""",0.0,basic,,28901228,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-21 13:55:14.327722,80224.0,49.001960000000004
2016-07-19 16:14:56.264464,slurm_normal,,main_w2_handler0,2769949,13445249,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",579724321,fasta,7656183.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598f4d5753dcbf5b7'}]","""true""",0.0,basic,,31026222,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-07-19 16:16:41.488752,44177.0,105.224288
2016-04-08 04:44:32.514525,slurm_normal,,main_w1_handler1,2648269,12378893,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2080393604,fasta,6577667.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24200006,,"""True""",0.0,basic,,29469125,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-08 04:45:46.887169,81481.0,74.37264400000001
2016-03-16 00:19:04.209337,slurm_normal,,main_w1_handler2,2634390,12148111,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",914578899,fasta,6365160.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23852516,,"""True""",0.0,basic,,29006234,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-03-16 00:31:39.386757,65934.0,755.1774200000001
2016-04-08 04:44:30.291821,slurm_normal,,main_w1_handler0,2648269,12378889,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3374328451,fasta,6577686.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24200002,,"""True""",0.0,basic,,29469125,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-08 04:46:34.743108,81481.0,124.45128700000001
2016-07-19 16:25:46.989698,slurm_normal,,main_w2_handler0,2769949,13445353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1291196234,fasta,7656335.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53781a09911d00709'}]","""true""",,,,31026222,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-07-19 16:27:26.786870,44177.0,99.797172
2016-04-08 04:44:30.914606,slurm_normal,,main_w1_handler0,2648269,12378890,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2905395559,fasta,6577694.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24200003,,"""True""",0.0,basic,,29469125,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-08 04:46:56.021632,81481.0,145.10702600000002
2016-04-07 19:39:43.952466,slurm_normal,,main_w2_handler0,2643667,12375039,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",892520648,fasta,6571969.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24195508,,"""True""",0.0,basic,,29183917,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-07 19:40:33.834495,81363.0,49.882029
2016-04-07 19:12:02.870455,slurm_normal,,main_w2_handler0,2643667,12374219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",892520648,fasta,6571657.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",24156634,,"""True""",0.0,basic,,29183917,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-07 19:12:50.964072,81363.0,48.093617
2016-03-17 15:32:09.576831,slurm_normal,,main_w1_handler2,2634390,12167334,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1163722564,fasta,6384382.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23852399,,"""True""",0.0,basic,,29006234,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-03-17 15:34:34.049394,65934.0,144.472563
2016-04-08 04:44:28.362867,slurm_normal,,main_w2_handler0,2648269,12378885,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7223614270,fasta,6577658.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24199998,,"""True""",0.0,basic,,29469125,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-04-08 04:45:22.893340,81481.0,54.530473
