create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-14 06:35:59.204347,slurm_normal_16gb,,main_w2_handler1,2435985,10313171,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",275558837,bam,4597825.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21099106,"""SILENT""",,25128355,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2015-09-14 06:38:52.844432,69101,173.640085
