create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-12 21:28:18.738719,slurm_normal,,main_w4_handler1,3028619,15276180,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",174732224,fastq,9421044.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28728458}]",,36581588,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-12 21:29:39.369806,95903,80.63108700000001
2016-12-23 02:46:42.237225,slurm_normal,,main_w3_handler1,2937992,14635792,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811460.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27725980}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 02:48:50.568070,97091,128.330845
2017-05-20 04:43:46.669689,slurm_normal,,main_w3_handler1,2486422,15894977,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",382424797,fastq,9994575.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29598195}]",,37901765,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-05-20 04:46:16.210477,72169,149.54078800000002
2017-03-06 18:52:42.913175,slurm_normal,,main_w4_handler1,2992237,15222654,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",174732224,fastq,9371276.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28351404}]",,36465278,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-06 18:54:28.440804,95903,105.527629
2017-03-06 18:08:01.355108,slurm_normal,,main_w4_handler0,2992236,15222320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",174732224,fastq,9370940.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28352186}]",,36465278,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-06 18:09:09.656099,95903,68.30099100000001
2016-12-23 05:36:35.064342,slurm_normal,,main_w4_handler1,2937992,14636230,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811873.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27725980}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 05:38:16.907449,97091,101.843107
2016-12-23 01:28:03.440753,slurm_normal,,main_w3_handler1,2933837,14635367,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811055.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27719349}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 01:30:31.183720,97091,147.74296700000002
2017-05-15 08:07:12.552410,slurm_normal,,main_w4_handler1,2486422,15835941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24880793,fastq,9937047.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29598145}]",,37901765,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-05-15 08:09:20.548077,72169,127.99566700000001
2016-12-23 01:11:15.998485,slurm_normal,,main_w4_handler1,2933837,14635278,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8810964.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27719349}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 01:12:57.302787,97091,101.304302
2017-05-22 06:27:12.004216,slurm_normal,,main_w3_handler1,2486422,15903506,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",49761482,fastq,10002068.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29712001}]",,37901765,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-05-22 06:28:58.365868,72169,106.361652
2016-12-23 01:25:00.326780,slurm_normal,,main_w4_handler0,2933837,14635351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811040.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27719349}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 01:25:55.275193,97091,54.948413
2016-12-23 03:14:58.563475,slurm_normal,,main_w3_handler1,2937992,14635880,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811544.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27725980}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 03:16:57.100291,97091,118.536816
2016-12-23 05:32:07.528395,slurm_normal,,main_w3_handler0,2937992,14636197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2307591722,fastq,8811841.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27725980}]",,34987881,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2016-12-23 05:34:16.646774,97091,129.118379
2017-02-18 09:22:18.776706,slurm_normal,,main_w4_handler1,3000645,15073389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5738065608,fastqsanger,9229092.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28407777}]",,36011477,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-18 09:25:09.463667,96906,170.686961
