alignment,alignment_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.values,parameters.chromInfo,parameters.dbkey,parameters.extended_parameters.contribute_to_multiple_features,parameters.extended_parameters.count_split_alignments_only,parameters.extended_parameters.gff_feature_attribute,parameters.extended_parameters.gff_feature_type,parameters.extended_parameters.ignore_dup,parameters.extended_parameters.largest_overlap,parameters.extended_parameters.mapping_quality,parameters.extended_parameters.min_overlap,parameters.extended_parameters.multimapping_enabled.__current_case__,parameters.extended_parameters.multimapping_enabled.multimapping_counts,parameters.extended_parameters.primary,parameters.extended_parameters.read_extension_3p,parameters.extended_parameters.read_extension_5p,parameters.extended_parameters.read_reduction,parameters.extended_parameters.strand_specificity,parameters.extended_parameters.summarization_level,parameters.format,parameters.gtf_source.__current_case__,parameters.gtf_source.ref_source,parameters.gtf_source.reference_gene_sets.values,parameters.include_feature_length_file,parameters.pe_parameters.exclude_chimerics,parameters.pe_parameters.fragment_counting_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.fragment_counting,parameters.pe_parameters.only_both_ends,parameters.pe_parameters.orientation,reference_gene_sets,reference_gene_sets_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
14212299629,bam,2018-01-17 22:15:37.925698,slurm_normal,,main_w4_handler1,3390542,18066396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12144531,slurm,,corral-repl,,"[{'src': 'hda', 'id': 33287105}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33358420}]","""false""",true,1,,false,fr,20214183064,gtf,,43254938,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-01-17 22:26:30.536241,119815,652.610543
