create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alternative,parameters.box,parameters.boxcol,parameters.boxcolval,parameters.ccolours,parameters.chromInfo,parameters.cidentity,parameters.collision,parameters.consensus,parameters.cother,parameters.csimilarity,parameters.dbkey,parameters.docolour,parameters.identity,parameters.input1.values,parameters.listoptions,parameters.maxnamelen,parameters.name,parameters.number,parameters.pair,parameters.portrait,parameters.resbreak,parameters.residuesperline,parameters.showscore,parameters.title,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-28 13:17:08.265190,slurm_normal,,main_w3_handler0,3435738,18547519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6272650370,fasta,12644200,slurm,,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""","[{'src': 'hda', 'id': 34096090}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",,44033943,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2018-02-28 13:21:07.349528,122381,239.084338
