guide_gff,guide_gff_filetype,input_bam,input_bam_filetype,parameters.guide.input_estimation,parameters.guide.special_outputs.clustering,parameters.guide.special_outputs.read_length,parameters.guide.special_outputs.special_outputs_select,parameters.option_set.abundance_estimation,runtime
240547.0,gtf,793965333,bam,False,,,no,False,113.0
240547.0,gtf,564293255,bam,False,,,no,False,73.0
240547.0,gtf,655547579,bam,False,,,no,False,89.0
240547.0,gtf,921014710,bam,False,,,no,False,133.0
234777.0,gtf,491328511,bam,False,,,no,False,60.0
234777.0,gtf,454311460,bam,False,,,no,False,54.0
234777.0,gtf,649133367,bam,False,,,no,False,80.0
234777.0,gtf,479087763,bam,False,,,no,False,64.0
234777.0,gtf,384115131,bam,False,,,no,False,50.0
234777.0,gtf,586145649,bam,False,,,no,False,75.0
234777.0,gtf,620882543,bam,False,,,no,False,74.0
234777.0,gtf,921014710,bam,False,,,no,False,118.0
234777.0,gtf,878486824,bam,False,,,no,False,113.0
234777.0,gtf,483576868,bam,False,,,no,False,83.0
234777.0,gtf,638455808,bam,False,,,no,False,81.0
234777.0,gtf,676181242,bam,False,,,no,False,98.0
234777.0,gtf,781396784,bam,False,,,no,False,104.0
234777.0,gtf,887300466,bam,False,,,no,False,139.0
234777.0,gtf,564293255,bam,False,,,no,False,65.0
234777.0,gtf,431345217,bam,False,,,no,False,57.0
234777.0,gtf,468805522,bam,False,,,no,False,65.0
234777.0,gtf,951248824,bam,False,,,no,False,141.0
234777.0,gtf,793965333,bam,False,,,no,False,124.0
142513371.0,gff3,4580247733,bam,False,,,ballgown,,279.0
69899823.0,gtf,1142722346,bam,False,False,32.0,deseq2,,155.0
234777.0,gtf,709723013,bam,False,,,no,False,95.0
234777.0,gtf,581622166,bam,False,,,no,False,76.0
234777.0,gtf,655547579,bam,False,,,no,False,94.0
234777.0,gtf,423755703,bam,False,,,no,False,61.0
69899823.0,gtf,1021021590,bam,False,False,32.0,deseq2,,142.0
69899823.0,gtf,712546859,bam,False,False,32.0,deseq2,,94.0
69899823.0,gtf,1529036316,bam,False,False,32.0,deseq2,,206.0
69899823.0,gtf,843366292,bam,False,False,32.0,deseq2,,107.0
234777.0,gtf,553742518,bam,False,,,no,False,65.0
69899823.0,gtf,886511169,bam,False,False,32.0,deseq2,,166.0
142513371.0,gff3,2515865342,bam,False,,,ballgown,,176.0
142513371.0,gff3,2936218180,bam,False,,,ballgown,,226.0
142513371.0,gff3,2579543828,bam,False,,,ballgown,,171.0
69899823.0,gtf,1142722346,bam,False,,,no,,140.0
,,2048702515,bam,,,,,,246.0
,,2160522206,bam,,,,,,262.0
,,2174881737,bam,,,,,,234.0
,,1812900418,bam,,,,,,220.0
,,2098731648,bam,,,,,,254.0
,,4743540688,bam,,,,,,376.0
,,4455954980,bam,,,,,,353.0
,,4482615230,bam,,,,,,399.0
,,2337908945,bam,,,,,,277.0
,,4557808610,bam,,,,,,402.0
,,4447889850,bam,,,,,,350.0
,,4786810263,bam,,,,,,417.0
238695801.0,gtf,13814817031,bam,False,,,ballgown,,1031.0
238695801.0,gtf,13522311103,bam,False,,,ballgown,,886.0
238695801.0,gtf,16317821819,bam,False,,,ballgown,,1000.0
238695801.0,gtf,17357140989,bam,False,,,ballgown,,976.0
238695801.0,gtf,12622897368,bam,False,,,ballgown,,935.0
238695801.0,gtf,11210078640,bam,False,,,ballgown,,837.0
,,116658329,bam,,,,,False,18.0
,,134975139,bam,,,,,False,20.0
,,141734009,bam,,,,,False,19.0
,,118200956,bam,,,,,False,15.0
,,17997988,bam,,,,,False,7.0
,,122736216,bam,,,,,False,16.0
,,125266766,bam,,,,,False,19.0
,,126557592,bam,,,,,False,19.0
,,95614100,bam,,,,,False,13.0
,,93192604,bam,,,,,False,14.0
,,137019782,bam,,,,,False,20.0
,,149507269,bam,,,,,False,21.0
,,165128894,bam,,,,,False,20.0
,,140234384,bam,,,,,False,19.0
,,118878611,bam,,,,,False,16.0
,,106871827,bam,,,,,False,18.0
,,116190218,bam,,,,,False,19.0
15631439.0,gtf,1956319942,bam,False,,,no,,121.0
,,1274672,bam,,,,,,5.0
,,336654,bam,,,,,,9.0
,,1815121559,bam,,,,,,152.0
6162390.0,gtf,336654,bam,False,,,no,,8.0
,,1776247129,bam,,,,,,133.0
,,1624877586,bam,,,,,,95.0
68660322.0,gtf,1624877586,bam,True,False,75.0,deseq2,,127.0
,,1662019951,bam,,,,,,105.0
,,1438761569,bam,,,,,,81.0
,,852606736,bam,,,,,,74.0
,,829198221,bam,,,,,,74.0
,,866375477,bam,,,,,,77.0
,,776067295,bam,,,,,,68.0
,,5062090070,bam,,,,,,279.0
,,71215862,bam,,,,,,13.0
136189670.0,gtf,17357140989,bam,False,False,75.0,deseq2,,1036.0
136189670.0,gtf,13814817031,bam,False,False,75.0,deseq2,,822.0
136189670.0,gtf,13522311103,bam,False,False,75.0,deseq2,,826.0
88348117.0,gtf,10585331044,bam,False,False,75.0,deseq2,,634.0
136189670.0,gtf,16317821819,bam,False,False,75.0,deseq2,,958.0
88348117.0,gtf,9915129622,bam,False,False,75.0,deseq2,,606.0
88348117.0,gtf,10099697679,bam,False,False,75.0,deseq2,,598.0
88348117.0,gtf,12059085703,bam,False,False,75.0,deseq2,,690.0
88348117.0,gtf,9125302442,bam,False,False,75.0,deseq2,,633.0
88348117.0,gtf,10325571367,bam,False,False,75.0,deseq2,,729.0
136189670.0,gtf,12622897368,bam,False,False,75.0,deseq2,,810.0
136189670.0,gtf,11210078640,bam,False,False,75.0,deseq2,,728.0
88348117.0,gtf,7170438197,bam,False,False,75.0,deseq2,,523.0
88348117.0,gtf,7562818985,bam,False,False,75.0,deseq2,,519.0
564814621.0,gff3,3213015218,bam,False,,,ballgown,,360.0
,,3213015218,bam,,,,,,272.0
88348117.0,gtf,8102233625,bam,False,False,75.0,deseq2,,556.0
88348117.0,gtf,8069142724,bam,False,False,75.0,deseq2,,613.0
88348117.0,gtf,8613471130,bam,False,False,75.0,deseq2,,631.0
88348117.0,gtf,7357210324,bam,False,False,75.0,deseq2,,497.0
564814621.0,gff3,3213015218,bam,False,,,no,True,387.0
,,6505183,sam,,,,,,8.0
564814621.0,gff3,3213015218,bam,False,,,ballgown,True,362.0
,,5009000557,bam,,,,,,277.0
,,5135439436,bam,,,,,,283.0
,,5034985918,bam,,,,,,276.0
136189670.0,gtf,11210078640,bam,False,False,75.0,deseq2,,793.0
,,5769664729,bam,,,,,,452.0
,,191581846,bam,,,,,,20.0
,,966539140,bam,,,,,,110.0
,,415847257,bam,,,,,,53.0
,,180594282,bam,,,,,,25.0
,,191513704,bam,,,,,False,27.0
,,181407329,bam,,,,,,26.0
78152085.0,gtf,14571147133,bam,True,,,no,True,1064.0
,,396754226,bam,,,,,False,44.0
,,457488887,bam,,,,,False,53.0
,,292755659,bam,,,,,False,33.0
,,19064682,bam,,,,,False,6.0
,,1067578301,bam,,,,,,77.0
,,185256885,bam,,,,,False,25.0
,,706276227,bam,,,,,,423.0
,,470672757,bam,,,,,,246.0
,,1222625800,bam,,,,,,316.0
,,843790808,bam,,,,,,507.0
,,1067578301,bam,,,,,,434.0
,,746761251,bam,,,,,,65.0
,,692032490,bam,,,,,,164.0
,,876734224,bam,,,,,,147.0
,,745430010,sam,,,,,False,8.0
136189670.0,gtf,13814817031,bam,False,False,75.0,deseq2,,815.0
136189670.0,gtf,12622897368,bam,False,False,75.0,deseq2,,884.0
136189670.0,gtf,11210078640,bam,False,False,75.0,deseq2,,778.0
136189670.0,gtf,16317821819,bam,False,False,75.0,deseq2,,942.0
136189670.0,gtf,13522311103,bam,False,False,75.0,deseq2,,821.0
136189670.0,gtf,17357140989,bam,False,False,75.0,deseq2,,1055.0
,,1040438069,bam,,,,,,105.0
,,1056503946,bam,,,,,,106.0
,,998999353,bam,,,,,,99.0
,,1098172411,bam,,,,,,109.0
,,995698041,bam,,,,,,97.0
,,1065762734,bam,,,,,,117.0
136189670.0,gtf,16317821819,bam,False,False,75.0,deseq2,,936.0
136189670.0,gtf,13814817031,bam,False,False,75.0,deseq2,,913.0
136189670.0,gtf,12622897368,bam,False,False,75.0,deseq2,,914.0
,,1222625800,bam,,,,,,74.0
,,470672757,bam,,,,,,41.0
136189670.0,gtf,17357140989,bam,False,False,75.0,deseq2,,995.0
136189670.0,gtf,11210078640,bam,False,False,75.0,deseq2,,873.0
136189670.0,gtf,13522311103,bam,False,False,75.0,deseq2,,926.0
,,470672757,bam,,,,,,32.0
75993072.0,gtf,1602463862,bam,False,,,ballgown,,213.0
,,897708567,bam,,,,,,64.0
,,941509075,bam,,,,,,87.0
,,580741318,bam,,,,,,46.0
,,685218094,bam,,,,,,48.0
,,1029214508,bam,,,,,,63.0
,,917852423,bam,,,,,,71.0
,,909363979,bam,,,,,,70.0
,,938528058,bam,,,,,,46.0
,,1995519557,bam,,,,,False,279.0
,,3192515524,bam,,,,,False,317.0
,,2100297909,bam,,,,,False,277.0
,,1757145706,bam,,,,,False,170.0
,,2495283139,bam,,,,,False,247.0
,,1886827231,bam,,,,,False,196.0
,,1350033045,bam,,,,,False,144.0
,,1761320025,bam,,,,,False,173.0
,,1794260283,bam,,,,,False,257.0
,,1184628973,bam,,,,,False,127.0
,,2393589892,bam,,,,,False,238.0
,,1691703992,bam,,,,,False,165.0
,,7653011083,bam,,,,,,381.0
,,1580134238,bam,,,,,,154.0
,,1458599567,bam,,,,,,108.0
,,5636770726,bam,,,,,,335.0
335043.0,gtf,1443084609,bam,False,,,no,,121.0
942209.0,gtf,1297376223,bam,True,False,150.0,deseq2,,144.0
942209.0,gtf,1443084609,bam,False,False,150.0,deseq2,False,122.0
398041.0,gff3,1297376223,bam,False,,,no,,139.0
942209.0,gtf,1297376223,bam,True,False,150.0,deseq2,False,143.0
949008.0,gtf,1443084609,bam,True,False,150.0,deseq2,,121.0
417067.0,gff3,1297376223,bam,True,,,ballgown,False,132.0
354777.0,gff3,1297376223,bam,False,,,no,,139.0
949008.0,gtf,1443084609,bam,True,,,ballgown,,123.0
,,1099506868,bam,,,,,False,159.0
50621.0,gff3,89020498,bam,True,,,no,True,6.0
50621.0,gff3,3121279477,bam,True,,,no,True,95.0
50621.0,gff3,44454805,bam,True,,,no,True,4.0
50621.0,gff3,44739354,bam,True,,,no,True,3.0
50621.0,gff3,3121579852,bam,True,,,no,True,94.0
,,4807776034,bam,,,,,,335.0
238695801.0,gtf,17357140989,bam,False,,,ballgown,False,987.0
,,4633744920,bam,,,,,,333.0
238695801.0,gtf,16317821819,bam,False,,,ballgown,False,997.0
,,5200756464,bam,,,,,,351.0
,,5878847987,bam,,,,,,413.0
238695801.0,gtf,13814817031,bam,False,,,ballgown,False,890.0
238695801.0,gtf,13522311103,bam,False,,,ballgown,False,872.0
,,5436294271,bam,,,,,,374.0
,,4742453170,bam,,,,,,329.0
238695801.0,gtf,12622897368,bam,False,,,ballgown,False,870.0
238695801.0,gtf,11210078640,bam,False,,,ballgown,False,721.0
79097.0,gff3,3190691710,bam,True,,,no,True,103.0
79097.0,gff3,43380527,bam,True,,,no,True,4.0
202602307.0,gtf,4096186552,bam,True,,,ballgown,True,315.0
,,553390411,bam,,,,,,47.0
,,709542683,bam,,,,,,60.0
,,692384404,bam,,,,,,56.0
,,542352484,bam,,,,,,46.0
,,707744549,bam,,,,,,68.0
,,2950999532,bam,,,,,,188.0
,,797218968,bam,,,,,,45.0
,,635340285,bam,,,,,,49.0
202602307.0,gtf,3225243711,bam,True,,,ballgown,True,338.0
202602307.0,gtf,3375568593,bam,True,,,ballgown,True,341.0
202602307.0,gtf,3954573552,bam,True,,,ballgown,True,416.0
202602307.0,gtf,2295758353,bam,True,,,ballgown,True,185.0
202602307.0,gtf,5369410679,bam,True,,,ballgown,True,407.0
202602307.0,gtf,8851870120,bam,True,,,ballgown,True,604.0
202602307.0,gtf,4740803037,bam,True,,,ballgown,True,366.0
202602307.0,gtf,2140088094,bam,True,,,ballgown,True,225.0
788727731.0,gtf,5601609183,bam,False,False,75.0,deseq2,,672.0
202602307.0,gtf,8223406621,bam,True,,,ballgown,True,621.0
202602307.0,gtf,1742172316,bam,True,,,ballgown,True,219.0
202602307.0,gtf,2451239569,bam,True,,,ballgown,True,271.0
,,3598659800,bam,,,,,,252.0
,,3348593725,bam,,,,,False,233.0
,,2161136472,bam,,,,,True,81.0
,,2576385423,bam,,,,,False,194.0
,,31934163,bam,,,,,,7.0
,,808298168,bam,,,,,,61.0
50621.0,gff3,3072675957,bam,True,,,no,True,98.0
,,30028768,bam,,,,,,7.0
,,1608936230,bam,,,,,,106.0
,,1682587478,bam,,,,,,109.0
31946781.0,gtf,1682587478,bam,False,False,75.0,deseq2,,140.0
31946781.0,gtf,1608936230,bam,True,False,75.0,deseq2,,121.0
,,217023775,bam,,,,,,12.0
,,44764255,bam,,,,,,5.0
,,77772435,bam,,,,,,7.0
,,151575836,bam,,,,,,10.0
,,114949263,bam,,,,,,8.0
,,92,bam,,,,,,6.0
,,144670814,bam,,,,,,16.0
,,2220298861,bam,,,,,,114.0
,,1124784432,bam,,,,,,125.0
,,23153600131,bam,,,,,,1353.0
116963244.0,gtf,92,bam,False,,,ballgown,,22.0
238695801.0,gtf,16317821819,bam,False,,,ballgown,False,1034.0
,,1599123567,bam,,,,,,175.0
,,2519963010,bam,,,,,,240.0
,,1312310609,bam,,,,,,129.0
,,1339710217,bam,,,,,,114.0
,,1025853117,bam,,,,,,116.0
,,1285098912,bam,,,,,,106.0
,,1428548621,bam,,,,,,89.0
,,1861122787,bam,,,,,,80.0
,,1432461048,bam,,,,,,109.0
,,1296069228,bam,,,,,,106.0
,,1662555,bam,,,,,False,4.0
,,214185772,bam,,,,,,11.0
,,858916994,sam,,,,,False,10.0
,,4817075386,bam,,,,,,305.0
1251875.0,gtf,214185772,bam,False,False,75.0,deseq2,,13.0
,,5552067725,bam,,,,,,342.0
,,6351572151,bam,,,,,,352.0
,,465834353,bam,,,,,False,60.0
,,2839625,bam,,,,,True,6.0
,,4991171,bam,,,,,False,5.0
,,2070441,bam,,,,,False,5.0
,,1627103,bam,,,,,False,4.0
,,2238154,bam,,,,,False,4.0
847928511.0,gtf,1682582201,bam,False,False,150.0,deseq2,,165.0
847928511.0,gtf,1608963176,bam,False,False,75.0,deseq2,,173.0
847928511.0,gtf,1608963176,bam,False,False,150.0,deseq2,,170.0
,,453156557,bam,,,,,,42.0
,,716581558,bam,,,,,,89.0
187211754.0,gtf,1898858090,bam,True,False,101.0,deseq2,,137.0
187211754.0,gtf,1792289289,bam,True,False,101.0,deseq2,,131.0
187211754.0,gtf,1826434209,bam,True,False,101.0,deseq2,,132.0
187211754.0,gtf,1922412007,bam,True,False,101.0,deseq2,,142.0
187211754.0,gtf,1874943904,bam,True,False,101.0,deseq2,,138.0
187211754.0,gtf,1952773158,bam,True,False,101.0,deseq2,,141.0
,,1454610727,bam,,,,,,80.0
,,6615168,sam,,,,,,5.0
,,1463170694,bam,,,,,,96.0
,,1320278503,bam,,,,,,91.0
1251875.0,gtf,628712016,sam,False,False,75.0,deseq2,,17.0
,,1865119284,bam,,,,,,78.0
,,1309385618,bam,,,,,,93.0
,,1040236995,bam,,,,,,74.0
,,1366834056,bam,,,,,,92.0
,,1335330384,bam,,,,,,91.0
,,81395353,bam,,,,,,7.0
,,2785222203,bam,,,,,,349.0
,,2661349759,bam,,,,,False,348.0
,,1338141514,bam,,,,,,94.0
,,1320868525,bam,,,,,,92.0
,,2131521171,bam,,,,,,144.0
,,2220298861,bam,,,,,,115.0
,,1568273582,bam,,,,,,109.0
,,1551049527,bam,,,,,,75.0
,,1040236995,bam,,,,,,79.0
,,1551049527,bam,,,,,,75.0
,,1463170694,bam,,,,,,97.0
,,2131521171,bam,,,,,,139.0
,,1335330384,bam,,,,,,93.0
,,1366834056,bam,,,,,,96.0
,,1464566,bam,,,,,,6.0
,,2336278,bam,,,,,,6.0
,,1060226,bam,,,,,,6.0
,,1157696,bam,,,,,,7.0
,,2727552,bam,,,,,,6.0
,,137010291,bam,,,,,,20.0
,,1203951,bam,,,,,,4.0
,,1265165,bam,,,,,,6.0
,,1296903,bam,,,,,,6.0
,,1686766,bam,,,,,,6.0
57891915.0,gtf,1484486067,bam,False,False,75.0,deseq2,,177.0
98304085.0,gtf,1475387580,bam,False,False,75.0,deseq2,,186.0
,,929970,bam,,,,,,6.0
,,1202264,bam,,,,,,4.0
,,1855390,bam,,,,,,7.0
,,1679178,bam,,,,,,4.0
,,1198519,bam,,,,,,6.0
,,1155321,bam,,,,,,7.0
,,1854925,bam,,,,,,4.0
,,932007,bam,,,,,,3.0
,,1461081,bam,,,,,,4.0
,,1200291,bam,,,,,,4.0
,,1679916,bam,,,,,,4.0
,,1685214,bam,,,,,,4.0
,,1155624,bam,,,,,,4.0
,,1155803,bam,,,,,,4.0
,,2338669,bam,,,,,,4.0
,,1059014,bam,,,,,,4.0
,,1835784679,bam,,,,,,132.0
,,1267306,bam,,,,,,4.0
,,2728510,bam,,,,,,4.0
,,1297660,bam,,,,,,4.0
,,1125897757,bam,,,,,,88.0
,,1126026818,bam,,,,,,84.0
,,1231154158,bam,,,,,,92.0
,,1270667491,bam,,,,,,77.0
,,1329060957,bam,,,,,,67.0
57891915.0,gtf,1475387580,bam,False,False,75.0,deseq2,,181.0
,,1155329268,bam,,,,,,88.0
,,1131727757,bam,,,,,,86.0
,,1307781748,bam,,,,,,104.0
,,1959387796,bam,,,,,,107.0
,,1135796971,bam,,,,,,90.0
57891915.0,gtf,1447081612,bam,False,False,75.0,deseq2,,167.0
57891915.0,gtf,1087615042,bam,False,False,75.0,deseq2,,140.0
,,892173345,bam,,,,,,70.0
,,1131354795,bam,,,,,,84.0
,,1075250254,bam,,,,,,85.0
,,1614314497,bam,,,,,,73.0
98304085.0,gtf,1087615042,bam,False,False,75.0,deseq2,,146.0
98304085.0,gtf,1447081612,bam,False,False,75.0,deseq2,,182.0
98304085.0,gtf,1484486067,bam,False,False,75.0,deseq2,,187.0
,,2635176887,bam,,,,,,268.0
,,4557808610,bam,,,,,,348.0
,,625512025,bam,,,,,,58.0
,,690517164,bam,,,,,,61.0
,,1095776086,bam,,,,,,90.0
116963244.0,gtf,765737889,bam,False,,,ballgown,,90.0
116963244.0,gtf,1125897757,bam,False,,,no,,107.0
,,1155330133,bam,,,,,,91.0
,,1270686144,bam,,,,,,80.0
,,892169820,bam,,,,,,71.0
,,1126035401,bam,,,,,,87.0
57891915.0,gtf,1484486067,bam,True,,,ballgown,,184.0
57891915.0,gtf,1475387580,bam,True,,,ballgown,,200.0
47701148.0,gff3,2100297909,bam,False,,,no,,274.0
57891915.0,gtf,1087615042,bam,True,,,ballgown,,149.0
,,1131359141,bam,,,,,,87.0
,,1614216061,bam,,,,,,71.0
,,1307787395,bam,,,,,,109.0
,,1959335458,bam,,,,,,108.0
,,1135805343,bam,,,,,,92.0
57891915.0,gtf,1447081612,bam,True,,,ballgown,,164.0
,,1075243768,bam,,,,,,88.0
,,1131733280,bam,,,,,,88.0
,,1231146759,bam,,,,,,93.0
,,1835799622,bam,,,,,,135.0
,,1329032012,bam,,,,,,70.0
47701148.0,gff3,1886827231,bam,False,,,no,,199.0
47701148.0,gff3,1757145706,bam,False,,,no,,184.0
47701148.0,gff3,3192515524,bam,False,,,no,,312.0
47701148.0,gff3,2393589892,bam,False,,,no,,232.0
47701148.0,gff3,1761320025,bam,False,,,no,,182.0
47701148.0,gff3,1691703992,bam,False,,,no,,170.0
47701148.0,gff3,1995519557,bam,False,,,no,,287.0
47701148.0,gff3,2495283139,bam,False,,,no,,245.0
47701148.0,gff3,1350033045,bam,False,,,no,,144.0
47701148.0,gff3,1184628973,bam,False,,,no,,131.0
47701148.0,gff3,1794260283,bam,False,,,no,,249.0
50621.0,gff3,3363794467,bam,True,,,no,True,103.0
,,1524660095,bam,,,,,,95.0
,,457489323,bam,,,,,False,42.0
,,396753807,bam,,,,,False,38.0
,,19064693,bam,,,,,False,6.0
,,292755496,bam,,,,,False,28.0
,,2331878090,bam,,,,,,242.0
,,1048046171,bam,,,,,,39.0
,,2435008847,bam,,,,,,247.0
,,2250130194,bam,,,,,,227.0
79097.0,gff3,3364441997,bam,True,,,no,True,105.0
,,1059717451,bam,,,,,,39.0
,,1057007123,bam,,,,,,39.0
,,1041223611,bam,,,,,,38.0
63564453.0,gtf,8394462037,bam,True,False,75.0,deseq2,,697.0
87534442.0,gtf,8394462037,bam,True,False,75.0,deseq2,,660.0
46181809.0,gtf,6898428954,bam,True,False,75.0,deseq2,,735.0
,,16621254900,bam,,,,,False,967.0
37844445.0,gtf,7456929513,bam,True,False,75.0,deseq2,,786.0
,,2098731648,bam,,,,,,246.0
,,6898428954,bam,,,,,,816.0
,,7456929513,bam,,,,,,768.0
,,21929506651,bam,,,,,False,2087.0
93062299.0,gtf,4844188385,bam,True,False,75.0,deseq2,,435.0
93062299.0,gtf,9002672664,bam,True,False,75.0,deseq2,,672.0
,,4633744920,bam,,,,,,318.0
,,5878847987,bam,,,,,,426.0
,,2048702515,bam,,,,,,207.0
,,5200756464,bam,,,,,,341.0
,,4807776034,bam,,,,,,328.0
,,1812900418,bam,,,,,,216.0
,,2174881737,bam,,,,,,221.0
,,4742453170,bam,,,,,,332.0
,,4743540688,bam,,,,,,358.0
,,2160522206,bam,,,,,,220.0
,,4786810263,bam,,,,,,378.0
,,2337908945,bam,,,,,,234.0
,,5436294271,bam,,,,,,364.0
,,4455954980,bam,,,,,,337.0
,,4482615230,bam,,,,,,345.0
,,4447889850,bam,,,,,,356.0
885854.0,gtf,808298168,bam,False,False,75.0,deseq2,,69.0
1107776842.0,gtf,5009927601,bam,False,False,75.0,deseq2,,530.0
1107776842.0,gtf,3795228020,bam,False,False,75.0,deseq2,,427.0
146407450.0,gtf,5009927601,bam,False,,,no,False,496.0
146407450.0,gtf,5009927601,bam,False,,,ballgown,False,501.0
146407450.0,gtf,3795228020,bam,False,,,ballgown,False,482.0
24063925.0,gtf,92,bam,False,False,75.0,deseq2,,9.0
,,4437577471,bam,,,,,False,280.0
93062299.0,gtf,4844193472,bam,True,False,75.0,deseq2,,476.0
148963933.0,gff3,3257524480,bam,False,,,ballgown,False,471.0
148963933.0,gff3,2797678648,bam,False,,,ballgown,False,425.0
148963933.0,gff3,3532004085,bam,False,,,ballgown,False,506.0
148963933.0,gff3,2644079975,bam,False,,,ballgown,False,386.0
93062299.0,gtf,4189694340,bam,True,False,75.0,deseq2,,404.0
93062299.0,gtf,9002680115,bam,True,False,75.0,deseq2,,687.0
148963933.0,gff3,3080810031,bam,False,,,ballgown,False,458.0
148963933.0,gff3,2884391861,bam,False,,,ballgown,False,418.0
93062299.0,gtf,2312258210,bam,True,False,75.0,deseq2,,192.0
93062299.0,gtf,5459670723,bam,True,False,75.0,deseq2,,542.0
146407450.0,gtf,4505472025,bam,False,,,ballgown,False,494.0
146407450.0,gtf,2480613522,bam,False,,,ballgown,False,292.0
146407450.0,gtf,4257475846,bam,False,,,ballgown,False,434.0
146407450.0,gtf,3892420988,bam,False,,,ballgown,False,506.0
146407450.0,gtf,4040246915,bam,False,,,ballgown,False,517.0
440716966.0,gtf,1265063245,bam,False,False,75.0,deseq2,,135.0
50621.0,gff3,3273560269,bam,True,,,no,True,110.0
443967320.0,gtf,1265063245,bam,False,False,50.0,deseq2,,122.0
146407450.0,gtf,4040246915,bam,False,,,ballgown,False,526.0
794402679.0,gff3,3055103761,bam,False,,,no,,250.0
794402679.0,gff3,3055103761,bam,False,,,ballgown,,274.0
26338260.0,gff3,3478646580,bam,True,,,ballgown,False,168.0
86619308.0,gtf,3055103761,bam,False,False,300.0,deseq2,,259.0
79097.0,gff3,3273002777,bam,True,,,no,,108.0
8731743.0,gff3,510544491,bam,False,,,no,True,49.0
8731743.0,gff3,686454019,bam,False,,,no,True,61.0
8731743.0,gff3,547395931,bam,False,,,no,True,53.0
8731743.0,gff3,718338349,bam,False,,,no,True,62.0
8731743.0,gff3,530252672,bam,False,,,no,True,50.0
8731743.0,gff3,598381228,bam,False,,,no,True,52.0
8731743.0,gff3,615306230,bam,False,,,no,True,55.0
8731743.0,gff3,499453906,bam,False,,,no,True,47.0
8731743.0,gff3,548262860,bam,False,,,no,True,52.0
8731743.0,gff3,691975385,bam,False,,,no,True,57.0
,,8622191156,bam,,,,,False,833.0
24063925.0,gtf,968421578,bam,False,,,no,,159.0
,,1876174171,bam,,,,,,65.0
,,1034892841,bam,,,,,,49.0
,,619207560,bam,,,,,True,32.0
,,438614977,bam,,,,,True,26.0
2630177.0,gtf,156667415,bam,False,False,75.0,deseq2,,32.0
148963933.0,gff3,4193310797,bam,False,,,ballgown,False,611.0
148963933.0,gff3,3364218162,bam,False,,,ballgown,False,478.0
,,460982202,bam,,,,,,24.0
,,5219357524,bam,,,,,True,351.0
6750.0,gtf,450,bam,False,False,75.0,deseq2,,9.0
,,522979458,bam,,,,,False,64.0
,,7789283,bam,,,,,,7.0
,,205345675,bam,,,,,,22.0
,,28471764421,bam,,,,,True,1996.0
,,145177519,bam,,,,,,10.0
,,503242735,bam,,,,,,27.0
,,496779608,bam,,,,,,31.0
,,532972041,bam,,,,,,34.0
151467494.0,gtf,3446066,bam,True,,,ballgown,False,31.0
,,2754853276,bam,,,,,,322.0
,,2516752516,bam,,,,,,363.0
158314123.0,gtf,1415435010,bam,False,,,no,,179.0
47068280.0,gff3,1876002961,bam,False,,,no,,70.0
158314123.0,gtf,1531905078,bam,False,,,no,,190.0
158314123.0,gtf,1312235433,bam,False,,,no,,150.0
158314123.0,gtf,1343785050,bam,False,,,no,,171.0
158314123.0,gtf,1396772759,bam,False,,,no,,156.0
158314123.0,gtf,2236302577,bam,False,,,no,,286.0
158314123.0,gtf,1489539147,bam,False,,,no,,186.0
158314123.0,gtf,1352852556,bam,False,,,no,,159.0
158314123.0,gtf,1512954834,bam,False,,,no,,180.0
158314123.0,gtf,1400365167,bam,False,,,no,,155.0
158314123.0,gtf,2512292826,bam,False,,,no,,275.0
158314123.0,gtf,2619249098,bam,False,,,no,,286.0
,,5575388753,bam,,,,,,374.0
,,48060412,bam,,,,,,19.0
,,6545465726,bam,,,,,,416.0
,,5692324937,bam,,,,,,350.0
,,7044148077,bam,,,,,,326.0
,,5920443473,bam,,,,,,388.0
,,5879024424,bam,,,,,,399.0
50621.0,gff3,3482748607,bam,True,,,no,True,115.0
15273.0,gtf,3446066,bam,True,,,no,True,5.0
6165347.0,gtf,3446066,bam,True,,,no,,6.0
6165347.0,gtf,2827787,bam,True,,,no,,6.0
15273.0,gtf,2827787,bam,True,,,no,True,5.0
151467494.0,gtf,2827787,bam,True,,,no,True,22.0
15273.0,gtf,2827787,bam,True,,,ballgown,True,5.0
443967320.0,gtf,892791717,bam,False,False,75.0,deseq2,False,129.0
443967320.0,gtf,772938138,bam,False,False,75.0,deseq2,False,117.0
443967320.0,gtf,1007873556,bam,False,False,75.0,deseq2,False,147.0
443967320.0,gtf,844635126,bam,False,False,50.0,deseq2,False,121.0
443967320.0,gtf,892927488,bam,False,False,50.0,deseq2,False,128.0
443967320.0,gtf,545838350,bam,False,False,50.0,deseq2,False,89.0
443967320.0,gtf,772938138,bam,False,False,50.0,deseq2,False,114.0
443967320.0,gtf,1007873556,bam,False,False,50.0,deseq2,False,141.0
443967320.0,gtf,892791717,bam,False,False,50.0,deseq2,False,128.0
410753019.0,gff3,6115238702,bam,True,,,ballgown,False,258.0
410753019.0,gff3,6545464688,bam,True,,,ballgown,,295.0
,,1674808460,bam,,,,,,105.0
410753019.0,gff3,6836343630,bam,True,,,ballgown,,308.0
,,1395749108,bam,,,,,,90.0
410753019.0,gff3,5925345315,bam,True,,,ballgown,,264.0
410753019.0,gff3,5700724028,bam,True,,,ballgown,,263.0
