create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.assumeSorted,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.optDupeDist,parameters.out_prefix,parameters.readRegex,parameters.remDups,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-08-18 20:59:26.234011,slurm_single,,main_w1_handler1,1771067,7455585,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10685960759,bam,1457452,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16373019,"""100""","""Dupes Marked""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""","""True""",,16147029,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0,1.56.0,,2014-08-20 21:24:59.729066,43393,174333.495055
2014-08-19 21:43:28.533083,slurm_single,,main_w2_handler1,1771067,7460814,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10685960759,bam,1462648,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16373019,"""100""","""Dupes Marked""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""","""False""",,16147029,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0,1.56.0,,2014-08-21 21:53:40.197075,43393,173411.66399200002
