create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,input3,input3_filetype,input4,input4_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.double_encode,parameters.input1.values,parameters.input2.values,parameters.is_run.__current_case__,parameters.is_run.input3.values,parameters.is_run.input4.values,parameters.is_run.paired,parameters.qual,parameters.trim_first_base,parameters.trim_name,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-20 21:43:21.583329,slurm_normal,,main_w4_handler0,2403578,16379403,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35990354599,csfasta,80348542858,qualsolid,29778236947,csfasta,59892677096,qualsolid,10444481.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","[{'src': 'hda', 'id': 30495217}]","[{'src': 'hda', 'id': 30544890}]",0,"[{'src': 'hda', 'id': 30495218}]","[{'src': 'hda', 'id': 30543737}]",yes,"""0""","""""","""-t""",,38487153,error,solid2fastq,1.0.0,,2017-07-22 09:44:06.890905,52189,129645.307576
