create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.brief,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input2,parameters.out_format1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-08-14 09:24:35.717464,slurm_single,,main_w2_handler1,1547107,7437321,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",204042,fasta,1257894758,fasta,1439520,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""10.0""",16342111,16342047,"""fasta""",,15550095,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: water107/5.0.0,5.0.0,,2014-08-16 09:35:14.299311,36513,173438.58184700002
2015-01-11 08:08:19.108109,rodeo_normal,,main_w2_handler0,2164147,8527621,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2171604,fasta,19196018803,fasta,2450434.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0.5""","""10.0""",18157349,18157431,"""srs""",,20280033,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: water107/5.0.0,5.0.0,,2015-01-12 20:09:04.656144,57799,129645.54803500001
2015-02-06 14:39:55.918139,rodeo_normal,,main_w1_handler0,2193051,8676580,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",30,fasta,4819356,fasta,2667446.roundup,slurm,,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",18426773,18423541,"""fasta""",,20944637,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: water107/5.0.0,5.0.0,,2015-02-08 03:05:29.979519,59082,131134.06138
