create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-30 10:51:36.923006,slurm_normal,,main_w1_handler1,2287291,9367819,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",38693057,fasta,3703962.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19523173,,"""seqtable """,,22403907,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-05-01 22:56:40.847237,57539,129903.92423100001
2017-09-11 23:51:12.390285,slurm_normal,,main_w3_handler0,3249462,16790804,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",21427265,fasta,10859300.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31187646}]","""seqtable """,,40416979,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2017-09-13 11:51:40.000197,110063,129627.60991200001
2017-09-11 20:37:05.100169,slurm_normal,,main_w4_handler0,3249462,16789952,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",25403329,fasta,10858050.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31187244}]","""seqtable """,,40412061,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2017-09-13 08:37:37.631577,110063,129632.53140800001
