create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fill,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.min,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-17 19:02:47.721383,slurm_normal_single_16gb,,main_w1_handler0,2240104,8970646,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8008851,bed,146823076,bed,3207987.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""none""",18887912,,18887894,,"""50""",,20402508.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-03-18 19:03:29.184695,50301.0,86441.463312
2015-03-26 02:42:56.822846,slurm_normal_single_16gb,,main_w1_handler1,2244785,9041938,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",200028357,bed,5942010,bed,3327770.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""none""",19002556,,18986327,,"""1""",,21895249.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-03-27 03:28:22.876374,32945.0,89126.053528
2015-03-30 15:40:50.536716,slurm_normal_single_16gb,,main_w1_handler0,2252254,9088618,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",46465024,interval,12377531,bed,3373523.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""none""",19050291,,19050238,,"""1""",,22079109.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-03-31 15:41:26.044960,61612.0,86435.50824400001
2015-03-30 13:01:20.044734,slurm_normal_single_16gb,,main_w1_handler1,2253943,9085555,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17033706,interval,73250741,interval,3371041.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""none""",19062275,,19062465,,"""1""",,22014506.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-03-31 13:01:55.829795,59098.0,86435.785061
2015-04-10 03:27:46.270913,slurm_normal_16gb,,main_w2_handler1,2254842,9188993,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",218883643,bed,1097073,bed,3471437.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""none""",19220056,,19201046,,"""1""",,22207900.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-11 04:25:00.784364,32945.0,89834.513451
2015-04-11 05:22:12.758472,slurm_normal_16gb,,main_w1_handler1,2254842,9200165,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1101245142,bed,1097073,bed,3482585.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""none""",19235780,,19201046,,"""1""",,22392377.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-12 05:27:31.452716,32945.0,86718.694244
2015-04-18 11:00:28.522700,slurm_normal_16gb,,main_w2_handler1,2269564,9262193,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",468955682,bed,1097073,bed,3550265.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""right""",19345891,,19281517,,"""1""",,22392377.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-19 11:47:19.483905,32945.0,89210.961205
2015-04-19 21:30:47.890385,slurm_normal_16gb,,main_w1_handler0,2269564,9267653,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",443513777,bed,1097073,bed,3560509.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""right""",19365391,,19281517,,"""1""",,22392377.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-20 21:31:18.237649,32945.0,86430.34726400001
2015-04-24 18:23:03.815028,slurm_normal_16gb,,main_w2_handler0,2271521,9325116,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",141179,interval,493122,interval,3661693.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""both""",19455736,,19455737,,"""1""",,22501184.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-25 18:23:37.163536,,86433.34850800001
2015-04-22 00:23:39.370290,slurm_normal_16gb,,main_w2_handler1,2268043,9294486,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",600969964,interval,31132327,bed,3608647.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""right""",19277676,,19263179,,"""1""",,22410274.0,error,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1.0.0,,2015-04-23 00:24:21.319548,,86441.94925800001
