create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.code,parameters.dbkey,parameters.infile.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-28 22:53:31.315646,slurm_normal,,main_w2_handler1,2770488,13519737,False,86162690,tabular,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7735273.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""{ for(i=length;i!=0;i--)x=x substr($0,i,1);}""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52de5bd93735e6ad7'}]",,31639902,error,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-07-30 10:54:04.292479,15917,129632.97683300001
