BARCODE,BARCODE_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.BARCODE.values,parameters.EOL,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.mismatches,parameters.partial,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
52933,tabular,2016-10-17 15:12:22.655798,slurm_normal,,main_w3_handler0,2829204,14099338,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",29145174036,fastqsanger,8317339.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9ae34e88cf9c734'}]","""--bol""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e153fb8d7c0d7f5c'}]","""0""","""0""",,33052800,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.0,1.0.0,,2016-10-19 08:38:24.131173,90610,149161.475375
52933,tabular,2016-10-20 11:44:03.598178,slurm_normal,,main_w3_handler0,2829204,14129617,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",29145174036,fastqsanger,8343989.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9ae34e88cf9c734'}]","""--bol""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e153fb8d7c0d7f5c'}]","""0""","""0""",,33052800,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.0,1.0.0,,2016-10-21 23:44:26.076813,90610,129622.478635
