create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.input_type.__current_case__,parameters.input_type.adv_pe_options.__current_case__,parameters.input_type.adv_pe_options.adv_pe_options_selector,parameters.input_type.adv_se_options.__current_case__,parameters.input_type.adv_se_options.adv_se_options_selector,parameters.input_type.fastq_input1.values,parameters.input_type.fastq_input2.values,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-01 00:23:23.528986,slurm_multi,,54047279448,fastqsanger,51629707906.0,fastqsanger,main_w4_handler2,3345765,17655032,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11715150,slurm,,corral-repl,,0,no,0,illumina,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,1.0,do_not_set,,,"[{'src': 'hda', 'id': 32635554}]","[{'src': 'hda', 'id': 32635556}]",paired,0,bosTau7,cached,3,do_not_set,,42340604,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,0.7.15.1,,2017-12-02 13:40:06.164236,117570,134202.63525000002
2018-02-19 08:11:42.322066,slurm_multi,,3799204088,fastqsanger.gz,,,main_w3_handler2,410378,18433748,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12528060,slurm,,corral-repl,,0,no,0,illumina,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR1596613""",2,,,1.0,do_not_set,"[{'src': 'hda', 'id': 33930804}]",,single,0,mm10,cached,2,set_id_auto,,43933073,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,0.7.15.1,,2018-02-20 20:11:59.847647,6096,129617.52558100001
2018-02-20 21:20:33.300592,slurm_multi,,16636910158,fastqsanger,15993051848.0,fastqsanger,main_w3_handler2,3436257,18452921,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12547873,slurm,,corral-repl,,0,no,0,illumina,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,1.0,do_not_set,,,"[{'src': 'hda', 'id': 33963647}]","[{'src': 'hda', 'id': 33963698}]",paired,0,mm10,cached,3,do_not_set,,44037960,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,0.7.15.1,,2018-02-22 09:53:42.914412,110558,131589.61382
2018-02-21 06:11:51.142330,slurm_multi,,23943957444,fastqsanger,23001545986.0,fastqsanger,main_w4_handler2,3433875,18456938,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12568727,slurm,,corral-repl,,0,no,0,illumina,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,1.0,do_not_set,,,"[{'src': 'hda', 'id': 33942117}]","[{'src': 'hda', 'id': 33942120}]",paired,0,mm10,cached,3,do_not_set,,44037960,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,0.7.15.1,,2018-02-23 10:10:21.104889,110558,187109.962559
