create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.echo,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-17 15:58:32.362820,slurm_normal,,main_w1_handler0,2272963,9258853,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23542.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""main_w1_handler0""",,22264183,error,echo_main_w1_handler0,1.0.0,,2015-04-19 03:59:54.388340,566,129682.02552000001
