conditions_0|samples_0|sample,conditions_0|samples_0|sample_filetype,conditions_1|samples_0|sample,conditions_1|samples_0|sample_filetype,conditions_2|samples_0|sample,conditions_2|samples_0|sample_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.additional.__current_case__,parameters.additional.sAdditional,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.gtf_input,parameters.include_read_group_files,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
849976984,bam,1117850899,bam,1322105729,bam,2016-04-05 03:02:11.019734,slurm_multi_dynamic_walltime,,631686627,gtf,main_w2_handler2,2403268,12339931,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6545956,slurm,,corral-repl,,0,no,0,No,0,Yes,0,cached,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": """", ""samples"": [{""sample"": 24003155, ""__index__"": 0}]}, {""__index__"": 1, ""name"": """", ""samples"": [{""sample"": 24003154, ""__index__"": 0}]}, {""__index__"": 2, ""name"": """", ""samples"": [{""sample"": 24003156, ""__index__"": 0}]}]","""mm9""","""blind""","""0.05""",24074138,"""Yes""","""classic-fpkm""","""10""","""Yes""",,29416986,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-04-06 18:34:18.673643,64919,142327.65390900002
849976984,bam,1117850899,bam,1322105729,bam,2016-04-11 10:14:52.926804,slurm_multi_dynamic_walltime,,631686627,gtf,main_w2_handler2,2403268,12415941,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6616733,slurm,,corral-repl,,0,no,0,No,0,Yes,0,cached,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": """", ""samples"": [{""sample"": 24003155, ""__index__"": 0}]}, {""__index__"": 1, ""name"": """", ""samples"": [{""sample"": 24003154, ""__index__"": 0}]}, {""__index__"": 2, ""name"": """", ""samples"": [{""sample"": 24003156, ""__index__"": 0}]}]","""mm9""","""blind""","""0.05""",24074138,"""Yes""","""classic-fpkm""","""10""","""Yes""",,29541360,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-04-12 22:16:11.300456,64919,129678.37365200001
