bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
13829862,bam,13837580,bam,2016-10-08 06:13:14.771072,slurm_multi,,main_w3_handler2,2835402,14034621,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8254296,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cecc084b4ef3c999'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5282c4bdb06bdaf25'}]","""50""","""/galaxy-repl/localdata/chrom/vicPac1.len""",0,1.0,log2,"""vicPac1""","""bigwig""","""""",1,readCount,,33276386,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-10 08:13:09.370408,91078,179994.599336
