create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input1,input1_filetype,input2,input2_filetype,input3,input3_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-25 10:05:47.919929,slurm_normal,,main_w4_handler1,3297597,17209758,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",46359,46359,mothur.tax.summary,31602,mothur.tax.summary,,,mothur.tax.summary,11269938,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31873076}, {'src': 'hda', 'id': 31873082}]",,41509245,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_taxsummary/mothur_merge_taxsummary/1.36.1.0,1.36.1.0,,2017-10-26 22:06:16.914723,113456,129628.99479400001
2017-11-03 06:44:57.431573,slurm_normal,,main_w4_handler0,3297597,17313384,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",21770,21770,mothur.tax.summary,27826,mothur.tax.summary,33712.0,mothur.tax.summary,mothur.tax.summary,11372853,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32044431}, {'src': 'hda', 'id': 32044434}, {'src': 'hda', 'id': 32044437}]",,41722261,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_taxsummary/mothur_merge_taxsummary/1.36.1.0,1.36.1.0,,2017-11-04 18:47:50.558481,113456,129773.126908
