bias_correction|ref_file,bias_correction|ref_file_filetype,create_time,destination_id,exit_code,global_model,global_model_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advanced_settings.__current_case__,parameters.advanced_settings.inner_dist_std_dev,parameters.advanced_settings.inner_mean_dist,parameters.advanced_settings.junc_alpha,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_bundle_length,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_intron_length,parameters.advanced_settings.overhang_tolerance,parameters.advanced_settings.small_anchor_fraction,parameters.advanced_settings.trim_three_avgcov_thresh,parameters.advanced_settings.trim_three_dropoff_frac,parameters.advanced_settings.use_advanced_settings,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.global_model,parameters.global_model.values,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.length_correction,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.compatible_hits_norm,parameters.reference_annotation.intron_overhang_tolerance,parameters.reference_annotation.no_faux_reads,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_file.values,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.reference_annotation_guide_file.values,parameters.reference_annotation.three_overhang_tolerance,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-24 23:25:54.148082,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2520642,11592552,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2000317993,bam,5857825,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,22875478,,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,22947538.0,,,,,Use reference annotation,,,1111970946.0,gtf,,,,26623667.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-26 11:26:33.308203,74877,129639.16012100001
,,2016-03-10 18:19:12.347234,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2573646,12098388,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2518974936,bam,6322478,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,23727342,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28420411.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-03-12 06:22:18.053613,77250,129785.70637900001
,,2016-03-10 18:19:13.447098,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2573646,12098389,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3526226196,bam,6322479,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,23727343,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28420411.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-03-12 06:22:18.452884,77250,129785.00578600001
,,2016-03-10 18:19:15.239835,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2573646,12098390,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3502615916,bam,6322481,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,23727344,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28420411.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-03-12 06:29:17.679092,77250,130202.439257
,,2016-01-21 20:58:36.947106,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2520642,11574873,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2000317993,bam,5846031,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,22875478,,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,22947538.0,,,,,Use reference annotation,,,1111970946.0,gtf,,,,27385926.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-24 01:15:53.799525,74877,188236.852419
,,2016-01-24 23:25:52.345111,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2520642,11592551,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2162408710,bam,5857824,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,22875472,,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,22947538.0,,,,,Use reference annotation,,,1111970946.0,gtf,,,,26623667.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-26 11:26:32.820589,74877,129640.47547800001
,,2016-01-24 23:25:49.925087,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2520642,11592550,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2152897343,bam,5857823,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,22875466,,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,22947538.0,,,,,Use reference annotation,,,1111970946.0,gtf,,,,26623667.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-26 11:26:31.930151,74877,129642.00506400001
,,2016-01-24 23:25:56.835323,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2520642,11592553,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2060420873,bam,5870443,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,22875487,,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,22947538.0,,,,,Use reference annotation,,,1111970946.0,gtf,,,,26623667.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-27 23:27:13.021307,74877,259276.185984
,,2016-01-25 15:37:38.725248,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2577303,11597529,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",682694962,bam,5864105,slurm,,,,corral-repl,,0,no,,"""80e3f3b0c37911e58482005056a52a46""",0.0,,,,,,,,,,,,,,No,0,Yes,1.0,,history,22823025.0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,23033364,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,22823026.0,,,,,Use reference annotation,3157591129.0,fasta,1111970946.0,gtf,,,,27621053.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-01-27 06:06:04.823141,75957,138506.097893
,,2016-02-10 20:04:25.048796,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2587947,11781321,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2067815397,bam,6034603,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23261057,,"""EBI SRA: SRX1036927 WildType1""","""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259204.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28076174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-12 09:25:11.000537,78000,134445.951741
,,2016-02-10 20:12:04.523021,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2587947,11781527,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1495213523,bam,6034743,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23261075,,"""EBI SRA: SRX1036932 AireKO2""","""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259204.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28076174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-12 09:26:06.817853,78000,134042.294832
,,2016-02-12 05:07:38.607488,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2592367,11797949,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5965606025,bam,6053005,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23279896,,,"""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,26297086.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-13 19:18:41.795305,14425,137463.187817
,,2016-02-10 20:12:06.544615,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2587947,11781531,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2424212875,bam,6053456,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23261080,,"""EBI SRA: SRX1036930 AireKO1""","""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259204.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28076174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-13 21:25:13.917662,78000,263587.37304700003
,,2016-02-16 21:26:55.134408,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2571359,11851957,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14348800351,bam,6094986,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23088509,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28429082.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-18 09:27:47.244951,39129,129652.110543
,,2016-02-16 08:02:36.136407,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2601012,11841502,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",747241403,bam,6089000,slurm,,,,corral-repl,,0,no,,"""994f880ed48311e5a280005056a51846""",,,,,,,,,,,,,,,,0,Yes,1.0,,history,23366927.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23367218,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23366907.0,,,,,Use reference annotation,3234842113.0,fasta,1111970946.0,gtf,,,,28409438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-17 21:12:47.493023,69954,133811.356616
,,2016-02-16 08:02:35.110652,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2601012,11841501,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",838823610,bam,6089016,slurm,,,,corral-repl,,0,no,,"""994f880ed48311e5a280005056a51846""",,,,,,,,,,,,,,,,0,Yes,1.0,,history,23366927.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23367213,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23366907.0,,,,,Use reference annotation,3234842113.0,fasta,1111970946.0,gtf,,,,28409438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-17 21:17:52.482995,69954,134117.372343
,,2016-02-16 08:02:54.921653,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2601013,11841511,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",879558136,bam,6089096,slurm,,,,corral-repl,,0,no,,"""a89371b8d48311e5a280005056a51846""",,,,,,,,,,,,,,,,0,Yes,1.0,,history,23366927.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23367263,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23366907.0,,,,,Use reference annotation,3234842113.0,fasta,1111970946.0,gtf,,,,28409438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-17 21:34:46.622183,69954,135111.70053
,,2016-04-28 12:16:38.561830,slurm_multi_development,,,,main_w2_handler2,2686995,12666999,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9028618970,bam,6895580.roundup,slurm,,,,corral-repl,,1,yes,slurm_multi_development,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51db25e25e99c447a'}]",,"""--no-effective-length-correction""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50588b8a762068d9d'}]",,,,Use reference annotation,,,256454762.0,gtf,,,,29511943.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-04-29 22:25:48.361305,4519,122949.799475
,,2016-03-11 22:07:46.382853,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2616024,12110957,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5011681422,bam,6334364,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm9,cached,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,23688595,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28949755.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-03-13 10:08:50.101917,8017,129663.719064
,,2016-02-16 08:02:55.824890,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2601013,11841512,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",782090236,bam,6102645,slurm,,,,corral-repl,,0,no,,"""a89371b8d48311e5a280005056a51846""",,,,,,,,,,,,,,,,0,Yes,1.0,,history,23366927.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23367268,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23366907.0,,,,,Use reference annotation,3234842113.0,fasta,1111970946.0,gtf,,,,28409438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-19 09:50:58.834511,69954,265683.00962100003
,,2016-02-16 17:18:51.990296,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2587947,11849120,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2533472045,bam,6093097,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23261052,,"""EBI SRA: SRX1036929 WildType2""","""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259204.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28076174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-18 05:19:47.081435,78000,129655.09113900001
,,2016-02-16 17:18:54.286782,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2587947,11849121,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2067815397,bam,6093098,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23261057,,"""EBI SRA: SRX1036927 WildType1""","""--no-length-correction""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259204.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28076174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-18 05:19:47.079016,78000,129652.79223400001
,,2016-02-18 05:15:48.379504,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2577385,11863688,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6086474439,bam,6104502,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23391157,,,"""""","""500000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,27313739.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-19 17:17:01.378647,43224,129672.99914300001
,,2016-03-14 06:56:31.214019,slurm_multi_development,,,,main_w2_handler2,2616024,12124803,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5011681422,bam,6345625.roundup,slurm,,,,corral-repl,,1,yes,slurm_multi_development,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm9,cached,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,23688595,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28972547.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-03-14 07:26:53.714090,8017,1822.5000710000002
,,2016-02-18 10:08:55.134629,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2601013,11865611,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",782090236,bam,6105983,slurm,,,,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,0,Yes,1.0,,history,23367254.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23367268,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23367253.0,,,,,Use reference annotation,3234842113.0,fasta,1111970946.0,gtf,,,,28409438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-19 22:10:02.288926,69954,129667.154297
,,2016-02-18 16:17:20.485097,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2583349,11869885,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1600273836,bam,6110128,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,23093039,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23408150.0,,,,,Use reference annotation,,,30927.0,gtf,,,,28100389.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-20 04:18:31.256613,64821,129670.77151600001
,,2016-02-23 03:31:02.275740,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2577385,11905620,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6086474439,bam,6144158,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23391157,,,"""""","""500000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,27313739.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-24 15:32:05.301251,43224,129663.02551100001
,,2016-02-20 03:20:21.042397,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2577385,11882781,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6086474439,bam,6122661,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23391157,,,"""""","""500000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,27313739.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-21 15:21:10.636634,43224,129649.59423700001
,,2016-02-20 06:51:46.582135,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2606518,11883254,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",838823610,bam,6123187,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23431249,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,23431247.0,,600,Use reference annotation guide,,,,,1111970946.0,gtf,,28515353.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-21 18:52:48.841541,69954,129662.25940600001
,,2016-02-21 15:25:10.892946,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2577385,11893806,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6086474439,bam,6129403,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23391157,,,"""""","""500000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,27313739.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-23 03:26:24.654572,43224,129673.761626
,,2016-02-25 07:41:24.020037,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2609273,11936283,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6232609756,bam,6166265,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,23499252,,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,23508215.0,,600,Use reference annotation guide,,,,,88222271.0,gff3,,28443180.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-26 19:42:47.264262,76673,129683.244225
,,2016-02-25 07:41:25.527576,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2609273,11936284,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14543574432,bam,6166266,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,23499259,,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,23508215.0,,600,Use reference annotation guide,,,,,88222271.0,gff3,,28443180.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-26 19:42:47.178429,76673,129681.65085300001
,,2016-02-25 16:28:13.916801,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2597495,11942628,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9283906988,bam,6171937,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23366109,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23308787.0,,,,,Use reference annotation,,,1199970581.0,gtf,,,,28182421.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-27 04:35:47.557905,78108,130053.64110400001
,,2016-02-25 16:28:20.136617,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2597495,11942632,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12365466977,bam,6171947,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23506250,,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,23308787.0,,,,,Use reference annotation,,,1199970581.0,gtf,,,,28182421.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-27 04:36:47.546749,78108,130107.410132
,,2016-02-25 21:17:32.063326,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2596739,11945493,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6851509292,bam,6180329,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,23457903,,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28309331.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-27 18:20:52.430926,78458,162200.3676
