create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.aligner,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-27 14:05:08.115749,slurm_multi,,main_w4_handler2,3302269,17239935,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1385626094,tabular,11300829,slurm,,corral-repl,,0,no,,"""cda84e54bb1f11e783a8005056ba2773""","""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31924129}]","""true""",,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.6,2.0.6,,2017-10-31 14:12:41.612210,73233,346053.496461
2017-10-27 15:49:40.427753,slurm_multi,,main_w3_handler2,3302271,17241472,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",977371806,tabular,11302233,slurm,,corral-repl,,0,no,,"""6f64abeebb2e11e7b00d005056ba2773""","""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31926043}]","""true""",,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.6,2.0.6,,2017-10-31 16:12:41.205988,73233,346980.77823500003
2017-10-28 18:57:53.743870,slurm_multi,,main_w4_handler2,3266956,17250897,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3673802554,tabular,11310975,slurm,,corral-repl,,0,no,,"""e478271abc1111e79b3c005056ba55fb""","""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31940519}]","""true""",,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.6,2.0.6,,2017-11-01 19:11:54.900650,61346,346441.15678
2017-11-02 09:03:33.397365,slurm_multi,,main_w4_handler2,3308015,17295885,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7651189846,tabular,11358401,slurm,,corral-repl,,1,yes,slurm_multi,"""acc95ce6bfac11e7adf9005056ba2773""","""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32019136}]","""true""",,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.6,2.0.6,,2017-11-06 09:54:58.593703,84316,348685.196338
