create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile2,inputFile2_filetype,inputFile3,inputFile3_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.assume_sorted,parameters.chromInfo,parameters.comments,parameters.dbkey,parameters.inputFile.values,parameters.merge_sequence_dictionaries,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-20 13:39:27.133651,slurm_normal,,main_w4_handler0,3428913,18446760,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13714731,13714731,bam,14336387,bam,13875947,bam,bam,12541770,slurm,,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",[],"""hg19""","[{'src': 'hda', 'id': 33957273}, {'src': 'hda', 'id': 33957285}, {'src': 'hda', 'id': 33957288}]","""true""","""LENIENT""",,43334251,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2018-02-22 01:39:37.455373,120323,129610.32172200001
