create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.filter,parameters.increment,parameters.mask.__current_case__,parameters.mask.source,parameters.window,runner_name,session_id,state,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-29 18:51:11.273004,slurm_normal,,2473135,fasta,main_w4_handler0,3042010,15427060,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9559150.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 28946364}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28972600}]","""false""","""25""",0,,"""0""",,36762747,error,293189424,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_pintail/1.21.0,1.21.0,,2017-03-31 06:51:57.236380,82349,129645.96337600001
