bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,multibam_conditional|multibam_repeats_4|bamfiles,multibam_conditional|multibam_repeats_4|bamfiles_filetype,multibam_conditional|multibam_repeats_5|bamfiles,multibam_conditional|multibam_repeats_5|bamfiles_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file.values,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,region_file,region_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-20 22:16:49.661811,slurm_multi,,main_w4_handler2,3225039,16618275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10690018,slurm,,4177053063.0,bam,3558611968.0,bam,3601959460.0,bam,4164975495.0,bam,3442116607.0,bam,3599620570.0,bam,corral-repl,,0,no,0.0,no,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,,,BED-file,"[{'src': 'hda', 'id': 30929301}]",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912875}]}}, {'__index__': 1, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912876}]}}, {'__index__': 2, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914092}]}}, {'__index__': 3, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914863}]}}, {'__index__': 4, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914899}]}}, {'__index__': 5, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912878}]}}]",Yes,"""false""","""""",86828549.0,bed,,38861158,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-08-22 10:17:25.444314,40000,129635.78250300001
,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-21 19:14:03.774268,slurm_multi,,main_w4_handler2,3225039,16625737,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10702590,slurm,,4177053063.0,bam,3558611968.0,bam,3601959460.0,bam,4164975495.0,bam,3442116607.0,bam,3599620570.0,bam,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,,,BED-file,"[{'src': 'hda', 'id': 30941349}]",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912875}]}}, {'__index__': 1, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912876}]}}, {'__index__': 2, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914092}]}}, {'__index__': 3, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914863}]}}, {'__index__': 4, 'bamfiles': {'values': [{'src': 'hda', 'id': 30914899}]}}, {'__index__': 5, 'bamfiles': {'values': [{'src': 'hda', 'id': 30912878}]}}]",Yes,"""false""","""""",39255344.0,bed,,39568120,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-08-23 22:17:47.419017,40000,183823.644749
71791107.0,71791107.0,,,,,,,bam,63280088.0,bam,66930542.0,bam,68150530.0,bam,438667715.0,bam,50775158.0,bam,,,,,,,bam,2017-10-24 02:15:07.201492,slurm_multi,,main_w3_handler2,1876068,17185725,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11246527,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,10000,0,bins,,0,"[{'src': 'hda', 'id': 31834364}, {'src': 'hda', 'id': 31834396}, {'src': 'hda', 'id': 31834420}, {'src': 'hda', 'id': 31834442}, {'src': 'hda', 'id': 31834671}, {'src': 'hda', 'id': 31834683}]",,No,"""false""","""""",,,,41470942,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-10-25 14:15:50.677351,47909,129643.47585900001
71791107.0,71791107.0,,,,,,,bam,63280088.0,bam,66930542.0,bam,68150530.0,bam,438667715.0,bam,50775158.0,bam,,,,,,,bam,2017-10-24 02:15:29.126976,slurm_multi,,main_w3_handler2,1876068,17185731,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11246533,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,5000,0,bins,,0,"[{'src': 'hda', 'id': 31834364}, {'src': 'hda', 'id': 31834396}, {'src': 'hda', 'id': 31834420}, {'src': 'hda', 'id': 31834442}, {'src': 'hda', 'id': 31834671}, {'src': 'hda', 'id': 31834683}]",,No,"""false""","""""",,,,41470942,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-10-25 14:15:50.292923,47909,129621.165947
71791107.0,71791107.0,,,,,,,bam,63280088.0,bam,66930542.0,bam,68150530.0,bam,438667715.0,bam,50775158.0,bam,,,,,,,bam,2017-10-25 17:40:56.962652,slurm_multi,,main_w4_handler2,1876068,17215989,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11276706,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,10000,0,bins,,0,"[{'src': 'hda', 'id': 31834364}, {'src': 'hda', 'id': 31834396}, {'src': 'hda', 'id': 31834420}, {'src': 'hda', 'id': 31834442}, {'src': 'hda', 'id': 31834671}, {'src': 'hda', 'id': 31834683}]",,No,"""false""","""chrX""",,,,41470942,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-10-27 05:41:18.018335,47909,129621.05568300001
4959345063.0,4959345063.0,,,,,,,bam,4681247647.0,bam,,,,,,,,,,,,,,,bam,2017-10-30 10:41:58.715326,slurm_multi,,main_w3_handler2,2949679,17263210,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11322174,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,5000,0,bins,,0,"[{'src': 'hda', 'id': 28453648}, {'src': 'hda', 'id': 28453651}]",,No,"""false""","""""",,,,41383142,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-10-31 22:42:45.618318,97753,129646.902992
6246090698.0,6246090698.0,,,,,,,bam,4941831057.0,bam,,,,,,,,,,,,,,,bam,2017-10-31 01:09:36.215180,slurm_multi,,main_w4_handler2,3300204,17271270,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11331383,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,5000,0,bins,,0,"[{'src': 'hda', 'id': 31937440}, {'src': 'hda', 'id': 31937444}]",,No,"""false""","""""",,,,41529596,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-11-01 13:10:22.061024,111505,129645.84584400001
6246090698.0,6246090698.0,,,,,,,bam,4941831057.0,bam,,,,,,,,,,,,,,,bam,2017-11-02 02:08:01.532444,slurm_multi,,main_w4_handler2,3300204,17293381,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11355518,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000,0,bins,,0,"[{'src': 'hda', 'id': 31937440}, {'src': 'hda', 'id': 31937444}]",,No,"""false""","""""",,,,41529596,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-11-03 14:08:41.985474,111505,129640.45303
3005926205.0,3005926205.0,,,,,,,bam,21839769.0,bam,,,,,,,,,,,,,,,bam,2017-11-07 07:58:12.297713,slurm_multi,,main_w4_handler2,3300204,17355388,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11418996,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,150,0,bins,,0,"[{'src': 'hda', 'id': 31957616}, {'src': 'hda', 'id': 31959309}]",,No,"""false""","""""",,,,41529596,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-11-08 19:58:55.711495,111505,129643.413782
322233211.0,322233211.0,,,,,,,bam,435294286.0,bam,747537078.0,bam,2229221601.0,bam,2844499861.0,bam,529156748.0,bam,1317429068.0,bam,2349093198.0,bam,1399839959.0,bam,bam,2018-02-02 19:29:05.195420,slurm_multi,,main_w4_handler2,3414970,18240602,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12331725,slurm,,,,,,,,,,,,,,corral-repl,,0,no,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,10000,0,bins,,0,"[{'src': 'hda', 'id': 33639558}, {'src': 'hda', 'id': 33639561}, {'src': 'hda', 'id': 33639629}, {'src': 'hda', 'id': 33639649}, {'src': 'hda', 'id': 33639659}, {'src': 'hda', 'id': 33639691}, {'src': 'hda', 'id': 33639932}, {'src': 'hda', 'id': 33639933}, {'src': 'hda', 'id': 33639934}]",,No,"""true""","""Chr1L""",,,,43556871,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-02-05 18:35:14.343989,17286,255969.148569
