create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|reads,input_format|reads_f,input_format|reads_f_filetype,input_format|reads_filetype,input_format|reads_r,input_format|reads_r_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.aligned_file,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads.values,parameters.input_format.paired.reads_f.values,parameters.input_format.paired.reads_r.values,parameters.input_format.paired.unaligned_file,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.max_primary,parameters.max_seeds,parameters.paired_options.__current_case__,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item.values,parameters.reference_genome.index,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.scoring_options_selector,parameters.secondary,parameters.spliced_options.__current_case__,parameters.spliced_options.spliced_options_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-04 12:20:19.002611,slurm_multi,,main_w3_handler2,3131419,,,16255520,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,35530498.0,fastqsanger,,35530498.0,fastqsanger,10327963,slurm,,corral-repl,,0,no,,0,defaults,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,false,0.0,defaults,paired,,"[{'src': 'hda', 'id': 30262907}]","[{'src': 'hda', 'id': 30262906}]",false,0,defaults,"""""","""""",0,defaults,0,,rn6,indexed,0,defaults,"""false""",0.0,defaults,,39049778.0,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.1,2.0.5.1,,2017-07-06 00:21:42.182042,106793,129683.17943100001
2017-07-19 21:01:03.750741,slurm_multi,,main_w3_handler2,3196606,,,16369598,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4500342618.0,,,fastqsanger,,,10432965,slurm,,corral-repl,,0,no,,0,defaults,"""/galaxy-repl/main/files/020/660/dataset_20660016.dat""","""dm6""",1,fastq,2,false,,,single,"[{'src': 'hda', 'id': 30531029}]",,,false,0,defaults,"""""","""""",0,defaults,0,,dm6,indexed,0,defaults,"""false""",0.0,defaults,,39380821.0,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.1,2.0.5.1,,2017-07-21 09:06:08.207241,109133,129904.45650000001
2017-08-03 10:48:14.016024,slurm_multi,,main_w4_handler2,3208711,126671752.0,fasta,16496521,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5087373020.0,,,fastqcssanger,,,10566442,slurm,,corral-repl,,0,no,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,false,,,single,"[{'src': 'hda', 'id': 30709018}]",,,false,0,defaults,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30744666}]",,history,0,defaults,"""false""",0.0,defaults,,39610360.0,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.1,2.0.5.1,,2017-08-04 23:31:22.913269,109603,132188.897245
2017-08-09 13:50:44.986373,slurm_multi,,main_w3_handler2,3217424,14323643.0,fasta,16540230,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4304028470.0,,,fastqsanger,,,10610917,slurm,,corral-repl,,0,no,"""aac5fca07d0911e7b1d4005056ba55fb""",0,defaults,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,false,,,single,"[{'src': 'hda', 'id': 30811854}]",,,false,0,defaults,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30811879}]",,history,0,defaults,"""false""",,,,,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.1,2.0.5.1,,2017-08-11 01:55:15.219443,95902,129870.23307
