create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alternatives,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-04 18:59:07.057108,slurm_normal,,main_w2_handler0,2257279,9390092,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2804278,fasta,2944181,fasta,3722872.roundup,slurm,,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/63.len""","""63""","""4""","""16""",19565096,,19565097,,"""markx0""",,22205568,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: matcher52/5.0.0,5.0.0,,2015-05-06 06:59:52.488686,61864.0,129645.431578
2016-12-17 22:18:38.332980,slurm_normal,,main_w4_handler0,2353085,14600298,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5379361,fasta,5365212,fasta,8778417.roundup,slurm,,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""","""16""",,"[{'src': 'hda', 'id': 27672201}]",,"[{'src': 'hda', 'id': 27672200}]","""markx0""",,34912306,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: matcher52/5.0.0,5.0.0,,2016-12-19 10:18:59.691188,48313.0,129621.358208
2014-02-24 03:48:32.220222,slurm_single,,main_w2_handler0,1816872,6577712,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4375358,fasta,4375358,fasta,608125,slurm,,corral-repl,,"""1""","""/galaxy/data/chrom/?.len""","""?""","""4""","""16""",14755553,,14755553,,"""markx0""",,13504856,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: matcher52/5.0.0,5.0.0,,2014-02-26 03:59:05.566272,,173433.34605000002
2017-04-19 04:41:17.839416,slurm_normal,,main_w3_handler0,3078472,15620946,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2271,markx0,2271,markx0,9739983.roundup,slurm,,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""","""16""",,"[{'src': 'hda', 'id': 29270894}]",,"[{'src': 'hda', 'id': 29270894}]","""fasta""",,37420161,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: matcher52/5.0.0,5.0.0,,2017-04-20 16:41:28.732138,,129610.892722
