create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database.values,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-20 16:54:36.835625,slurm_normal,,main_w4_handler0,3244929,18094644,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3273481150,fasta,304847,memexml,12174223,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,"[{'src': 'hda', 'id': 33390515}]","[{'src': 'hda', 'id': 33407709}]","""true""",0,basic,,41548783,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-01-22 04:55:17.834490,79460,129640.998865
