create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.output_unmapped,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input.values,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-08-30 21:46:11.706545,reserved_multi,,main_w4_handler2,2670104,13751218,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",38591488957,fastqsanger,38591488957.0,fastqsanger,7971893.roundup,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,20000,50,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56991fa692c1e55d8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b577c12761655ca38a'}]",250,20,Yes,paired,,,,32443707.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-01 09:47:26.597443,5254,129674.89089800001
2016-10-24 20:50:06.172678,slurm_multi_dynamic_walltime,,main_w3_handler2,2867184,14162001,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6251508693,fastqsanger,6251508693.0,fastqsanger,8374427,slurm,,corral-repl,1255370785.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0580d8a00232753'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9b28d330df2f602'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5633cae718fa55f1f'}]",300,20,Yes,paired,,,,33849993.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-10-26 10:28:31.989519,87392,135505.81684100002
2016-11-05 21:13:58.592916,slurm_multi_dynamic_walltime,,main_w4_handler2,2880208,14261084,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11303389930,fastqsanger,,,8469644,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51611aa3c2fac35f5'}]",,,,,single,,,,34077422.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-07 09:14:20.022256,93757,129621.42934
2016-11-06 21:09:01.371074,slurm_multi_dynamic_walltime,,main_w3_handler2,2862853,14266366,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6535796293,fastqsanger,6235631388.0,fastqsanger,8474775,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585f325c8e4876459'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba29481ed796d6e2'}]",300,20,Yes,paired,,,,34111436.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-08 09:10:16.434516,92713,129675.06344200001
2016-11-06 20:22:09.410060,slurm_multi_dynamic_walltime,,main_w3_handler2,2866937,14266185,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6535796293,fastqsanger,6235631388.0,fastqsanger,8474593,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d90a3aefe3c87bed'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57e632255e9fa94ed'}]",300,20,Yes,paired,,,,34111176.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-08 08:23:48.471448,78081,129699.061388
2016-11-07 01:20:09.640092,slurm_multi_dynamic_walltime,,main_w4_handler2,2883254,14268021,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6535796293,fastqsanger,6235631388.0,fastqsanger,8476577,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d44b3496414662b6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5d62f108779bc42'}]",300,20,Yes,paired,,,,34111516.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-08 13:21:48.161755,38105,129698.521663
2016-11-07 15:29:55.752895,slurm_multi_dynamic_walltime,,main_w3_handler2,2883254,14275502,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8690758855,fastqsanger,8313112316.0,fastqsanger,8483810,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2f0240142a0bd2b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58aa307044336e707'}]",300,20,Yes,paired,,,,34111516.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-09 03:32:25.157969,38105,129749.40507400001
2016-11-13 22:40:26.652117,slurm_multi_development,,main_w4_handler2,2881824,14331758,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4833610514,fastqsanger,,,8538379.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5116968e8381eb3f3'}]",,,,,single,,,,34096308.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-13 23:10:53.011027,93873,1826.3589100000002
2016-11-13 23:12:05.330351,slurm_multi_development,,main_w3_handler2,2881824,14331924,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4833610514,fastqsanger,,,8538523.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5116968e8381eb3f3'}]",,,,,single,,,,34096308.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-13 23:42:53.119079,93873,1847.7887280000002
2016-11-16 23:26:41.232833,slurm_multi_dynamic_walltime,,main_w3_handler2,2897593,14361071,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7851086110,fastqsanger,,,8566994,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c1530d6c5b19517'}]",,,,,single,,,,34289251.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-18 13:40:15.692816,91284,137614.459983
2016-11-16 22:49:04.807015,slurm_multi_dynamic_walltime,,main_w3_handler2,2897593,14360892,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7851086110,fastqsanger,,,8566820,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c1530d6c5b19517'}]",,,,,single,,,,34289251.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-18 13:13:41.263172,91284,138276.456157
2017-01-13 18:41:24.630720,slurm_multi_dynamic_walltime,,main_w3_handler2,2953165,14762472,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12082165438,fastqsanger,12082165438.0,fastqsanger,8934247,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,,"[{'src': 'hda', 'id': 27908487}]","[{'src': 'hda', 'id': 27908488}]",300,20,Yes,paired,,,,35275537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-17 00:45:17.236250,50798,281032.60553
2016-11-22 07:13:42.847099,slurm_multi_dynamic_walltime,,main_w4_handler2,2903548,14401811,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6057979981,fastqsanger,5753597654.0,fastqsanger,8607402,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 27360512}]","[{'src': 'hda', 'id': 27360515}]",300,20,Yes,paired,,,,34382912.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-23 21:11:32.416448,47412,136669.569349
2017-01-16 18:27:31.661240,slurm_multi_dynamic_walltime,,main_w4_handler2,2953419,14781239,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8377218206,fastqsanger,8377218206.0,fastqsanger,8943442,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg38,,1,,"[{'src': 'hda', 'id': 27899785}]","[{'src': 'hda', 'id': 27899786}]",300,20,Yes,paired,,,,35331619.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-18 06:42:33.332137,66529,130501.670897
2017-01-17 18:34:16.644655,slurm_multi_dynamic_walltime,,main_w3_handler2,2959054,14791854,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",75054174924,fastqsanger,51985967430.0,fastqsanger,8954298,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 27965611}]","[{'src': 'hda', 'id': 27965584}]",300,20,Yes,paired,,,,35363790.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-19 06:41:06.153913,98019,130009.509258
2017-01-17 17:21:49.898797,slurm_multi_dynamic_walltime,,main_w4_handler2,2959017,14790773,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1968221536,fastqsanger,,,8953810,slurm,,corral-repl,,,,0,no,,"""6a3988a8dcd911e68767005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,200000,500000,No,70,50,false,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 27964711}]",,,,,single,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-19 06:04:07.013179,96660,132137.114382
2016-12-03 07:52:21.136784,slurm_multi_development,,main_w4_handler2,2911864,14477348,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4480853144,fastqsanger,,,8670482.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 27468977}]",,,,,single,,,,34623116.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-12-03 08:22:48.407036,95960,1827.270252
2016-12-21 04:00:10.434476,slurm_multi_dynamic_walltime,,main_w3_handler2,2862853,14620446,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6201645667,fastqsanger,5951849493.0,fastqsanger,8797071,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 27702195}]","[{'src': 'hda', 'id': 27702196}]",300,20,Yes,paired,,,,34989612.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-12-22 16:00:35.996983,92713,129625.56250700001
2016-12-21 05:44:08.969086,slurm_multi_dynamic_walltime,,main_w3_handler2,2883254,14620907,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6092687813,fastqsanger,5812870928.0,fastqsanger,8797442,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 27703025}]","[{'src': 'hda', 'id': 27703026}]",300,20,Yes,paired,,,,34991922.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-12-22 17:49:06.514865,38105,129897.54577900001
2016-12-21 04:40:21.276355,slurm_multi_dynamic_walltime,,main_w3_handler2,2862853,14620620,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8282799482,fastqsanger,7801095628.0,fastqsanger,8799011,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 27702517}]","[{'src': 'hda', 'id': 27702519}]",300,20,Yes,paired,,,,34989612.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-12-22 21:47:07.262522,92713,148005.986167
2017-03-21 19:10:12.040691,slurm_multi_dynamic_walltime,,main_w4_handler2,3035966,15358232,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22550868185,fastqsanger,,,9503871,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,0,,"[{'src': 'hda', 'id': 28817872}]",,,,,single,,,,36667713.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-03-23 23:49:10.319239,102034,189538.278548
2017-01-22 08:54:45.805036,slurm_multi_dynamic_walltime,,main_w4_handler2,2960799,14838978,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4193521450,fastqsanger,,,8999318,slurm,,corral-repl,991372457.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,4,0.0,No,,,,No,1.0,981388,25,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,981388,20,500000,No,25,50,false,1.0,,,,,,,No,2,2,0,25,2,full,1,1,no,1,history,,"[{'src': 'hda', 'id': 27990659}]",0,,"[{'src': 'hda', 'id': 27990055}]",,,,,single,,,,35519146.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-23 21:01:12.451969,98391,129986.64693300001
2017-01-22 08:54:47.912422,slurm_multi_dynamic_walltime,,main_w4_handler2,2960799,14838980,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4230243384,fastqsanger,,,8999320,slurm,,corral-repl,991372457.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,4,0.0,No,,,,No,1.0,981388,25,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,981388,20,500000,No,25,50,false,1.0,,,,,,,No,2,2,0,25,2,full,1,1,no,1,history,,"[{'src': 'hda', 'id': 27990659}]",0,,"[{'src': 'hda', 'id': 27990057}]",,,,,single,,,,35519146.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-23 21:04:14.441583,98391,130166.52916100001
2017-01-24 01:54:33.584211,slurm_multi_dynamic_walltime,,main_w4_handler2,2918178,14853295,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14266970109,fastqsanger,,,9013512,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9canon,,0,,"[{'src': 'hda', 'id': 28044104}]",,,,,single,,,,35530455.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-25 14:01:27.361474,96296,130013.77726300001
2017-01-22 04:00:50.494669,slurm_multi_dynamic_walltime,,main_w3_handler2,2960013,14838445,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12348238077,fastqsanger,,,9003479,slurm,,corral-repl,2169963012.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,4,0.0,No,,,,No,1.0,166827,25,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,166827,10,166827,No,25,25,false,1.0,,,,,,,No,2,2,0,20,2,full,1,1,no,1,history,,"[{'src': 'hda', 'id': 28015307}]",0,,"[{'src': 'hda', 'id': 28032340}]",,,,,single,,,,35517349.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-24 19:38:51.714188,73586,229081.219519
2017-01-25 03:30:15.430301,slurm_multi_dynamic_walltime,,main_w4_handler2,2950348,14862680,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2942779282,fastqsanger,2943328564.0,fastqsanger,9022329,slurm,,corral-repl,989646973.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,6,1.0,Yes,0.0,Yes,sensitive,No,1.0,981388,26,Yes,0.0,,No,,,,,,0.0,No,,,fr-unstranded,981388,20,981388,No,26,26,false,1.0,,,,,,,No,2,2,0,25,1,full,1,1,no,1,history,,"[{'src': 'hda', 'id': 27864103}]",1,,"[{'src': 'hda', 'id': 27982709}]","[{'src': 'hda', 'id': 27982710}]",182,164,Yes,paired,,,,35528977.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-26 15:37:19.154905,97792,130023.724604
2017-01-25 05:25:25.645959,slurm_multi_dynamic_walltime,,main_w3_handler2,2960799,14863040,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3590900321,fastqsanger,,,9022635,slurm,,corral-repl,991372457.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,4,0.0,No,,,,No,1.0,981388,25,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,981388,20,981388,No,25,25,false,1.0,,,,,,,No,2,2,0,25,2,full,1,1,no,1,history,,"[{'src': 'hda', 'id': 27990659}]",0,,"[{'src': 'hda', 'id': 27990050}]",,,,,single,,,,35578731.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-26 17:30:50.148439,98391,129924.50248000001
2017-01-23 09:53:43.467498,slurm_multi_dynamic_walltime,,main_w4_handler2,2918178,14844867,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14266970109,fastqsanger,3956548727.0,fastqsanger,9005022,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9canon,,1,,"[{'src': 'hda', 'id': 28044104}]","[{'src': 'hda', 'id': 28044202}]",300,20,Yes,paired,,,,35530455.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-24 22:01:17.091629,96296,130053.624131
2017-01-25 06:20:24.103808,slurm_multi_dynamic_walltime,,main_w3_handler2,2960799,14863281,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4133351434,fastqsanger,,,9022861,slurm,,corral-repl,991372457.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,4,0.0,No,,,,No,1.0,981388,25,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,981388,20,981388,No,25,25,false,1.0,,,,,,,No,2,2,0,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 27990659}]",0,,"[{'src': 'hda', 'id': 27990058}]",,,,,single,,,,35578980.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-26 18:27:22.093292,98391,130017.989484
2017-01-03 18:27:25.902253,slurm_multi_dynamic_walltime,,main_w3_handler2,2945307,14682556,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22095963598,fastqsanger,,,8852661,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 27800646}]",,,,,single,,,,34126263.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-05 06:27:44.610074,41000,129618.707821
2017-02-01 15:38:18.311587,slurm_multi_dynamic_walltime,,main_w4_handler2,2939460,14924629,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5884867698,fastqsanger,,,9080761,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,0,,"[{'src': 'hda', 'id': 28128101}]",,,,,single,,,,35273544.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-02-03 04:14:45.887291,97402,131787.57570400002
