BED,BED1,BED1_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.BED.values,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
24123,24123,gtf,gtf,4777545109,4777545109,bam,4115895511,bam,5158221195,bam,4891207695,bam,5026449225,bam,bam,2016-10-25 01:39:53.583900,slurm_normal,,main_w4_handler1,2850354,14163846,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8376259.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ac510dfe510bb7f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5984d497d75822546'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a5dd4a9559b3bec0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b534fd73cc548353fc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52c4ff6dc83c27fc8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59d7810299ea076cd'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pdf""","""true""","""""",,33860371,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-26 13:43:31.460428,48811,129817.87652800001
