chromInfo,chromInfo_filetype,contaminants,contaminants_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.contaminants,parameters.contaminants.values,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.out_prefix,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2016-06-02 07:57:30.580023,slurm_normal,,main_w2_handler1,2725206,13047327,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5530933135,fastq,7232947.roundup,slurm,,corral-repl,,"""a48181ce289711e6bfca005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5302f2ef50745a0bb'}]","""FastQC""",,30507674,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2016-06-03 19:58:31.016795,85225.0,129660.436772
,,,,2016-09-23 16:43:02.425915,slurm_normal,,main_w3_handler0,2822649,13926878,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13656973146,fastq,8149196.roundup,slurm,,corral-repl,,"""c9cfe66481ac11e68b20005056a52a46""","""/galaxy-repl/localdata/chrom/ce9.len""",,,"""ce9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ac877229ccaa6e2'}]","""FastQC""",,32504869,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2016-09-25 04:43:53.873940,88960.0,129651.448025
,,,,2016-06-08 17:01:25.712518,slurm_normal,,main_w1_handler0,2720116,13110631,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1387827201,fastqsanger,7296106.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553ee7a65dfab09d3'}]","""FastQC""",,30326225,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2016-06-10 05:02:30.161040,84742.0,129664.448522
,,,,2016-06-08 16:40:31.627160,slurm_normal,,main_w2_handler1,2720116,13110454,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1387827201,fastqsanger,7295949.roundup,slurm,,corral-repl,,"""b6a4f46c2d9711e6ba04005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553ee7a65dfab09d3'}]","""FastQC""",,30326225,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2016-06-10 04:41:27.316155,84742.0,129655.688995
,,,,2016-09-27 14:29:47.286496,slurm_normal,,main_w3_handler0,2833612,13957796,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2543124480,fastqsanger,8177071.roundup,slurm,,corral-repl,,"""d7149ac684be11e69261005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557d4778cd236cbef'}]","""FastQC""",,32946724,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2016-09-29 02:30:23.527474,26904.0,129636.240978
,,,,2015-01-09 10:34:31.490688,rodeo_normal,,main_w1_handler0,2168851,8520458,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4012676718,fastqsanger,726114.rodeo,slurm,,corral-repl,,"""1851c5c697eb11e4a242005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""",,,"""ce10""",18166663,,"""FastQC""",,20411706,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-01-10 22:37:07.451855,58045.0,129755.961167
,,,,2014-03-13 19:12:44.473542,slurm_single,,main_w2_handler0,1792956,6666567,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",76978407,fastqsanger,691881,slurm,,corral-repl,,,"""/galaxy/data/chrom/?.len""",,,"""?""",14954898,,"""FastQC""",,13786373,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-03-15 19:23:17.107777,31712.0,173432.634235
,,,,2014-02-06 09:53:42.972691,slurm_single,,main_w2_handler1,1744851,6470911,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2207,fastq,501724,slurm,,corral-repl,,,"""/galaxy/data/chrom/?.len""",,,"""?""",14398186,,"""FastQC""",,12594575,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-08 10:03:55.050806,43309.0,173412.078115
,,,,2014-02-13 15:51:37.760836,slurm_single,,main_w2_handler1,1804573,6513190,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6239027201,fastq,543352,slurm,,corral-repl,,,"""/galaxy/data/chrom/?.len""",,,"""?""",14569759,,"""FastQC""",,13315866,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-15 16:02:07.719500,5254.0,173429.958664
,,,,2014-02-17 03:30:42.445335,slurm_single,,main_w1_handler1,1805779,6527492,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5282594817,fastq,558232,slurm,,corral-repl,,,"""/galaxy/data/chrom/hg19.len""",,,"""hg19""",14610405,,"""FastQC""",,13310062,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-19 03:41:12.336238,44990.0,173429.89090300002
,,,,2014-02-19 17:00:44.285804,slurm_single,,main_w1_handler0,1811247,6547842,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3639672832,fastq,578370,slurm,,corral-repl,,,"""/galaxy/data/chrom/galGal4.len""",,,"""galGal4""",14703513,,"""FastQC""",,13436580,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-21 17:11:14.154531,45319.0,173429.86872700002
,,,,2014-02-19 18:02:34.622564,slurm_single,,main_w2_handler0,1811247,6548184,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3639672832,fastq,578704,slurm,,corral-repl,,,"""/galaxy/data/chrom/galGal4.len""",,,"""galGal4""",14703513,,"""FastQC""",,13436580,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-21 18:13:36.181086,45319.0,173461.558522
,,,,2014-02-21 21:34:03.246517,slurm_single,,main_w1_handler0,1811647,6570526,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",380047361,fastq,600057,slurm,,corral-repl,,,"""/galaxy/data/chrom/?.len""",,,"""?""",14732798,,"""FastQC""",,13469440,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-23 21:44:37.344762,45255.0,173434.098245
,,,,2014-02-20 03:33:38.549196,slurm_single,,main_w1_handler0,1811247,6555313,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3639672832,fastq,584289,slurm,,corral-repl,,,"""/galaxy/data/chrom/galGal4.len""",,,"""galGal4""",14703513,,"""FastQC""",,13438365,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-22 03:44:15.218472,45319.0,173436.669276
,,,,2014-02-25 18:27:36.962582,slurm_single,,main_w2_handler1,1814463,6590236,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",361764079,fastqsanger,620543,slurm,,corral-repl,,,"""/galaxy/data/chrom/?.len""",,,"""?""",14789951,,"""FastQC""",,13469369,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-02-27 18:38:32.010350,,173455.04776800002
,,,,2014-04-28 20:00:39.460299,slurm_single,,main_w1_handler1,1883910,6890529,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1061971203,fastq,910487,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",15353439,,"""FastQC""",,14560743,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-04-30 20:11:30.045715,,173450.58541600002
,,,,2014-05-07 14:06:02.670826,slurm_single,,main_w1_handler1,1892523,6935196,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",900001,fastq,953364,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",15431672,,"""FastQC""",,14670869,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-05-09 14:16:43.363497,48451.0,173440.692671
,,,,2014-05-21 16:20:50.603908,slurm_single,,main_w2_handler0,1905080,7006483,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5109159396,fastq,1023189,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",15526486,,"""FastQC""",,14899675,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-05-23 16:31:33.660757,48862.0,173443.05684900002
,,,,2014-07-22 08:59:57.553470,slurm_single,,main_w1_handler0,1983718,7322113,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3832801,fastqcssanger,1330057,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16146551,,"""FastQC""",,15873199,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-07-24 09:10:19.972176,51372.0,173422.418706
,,,,2014-06-04 07:40:04.223748,slurm_single,,main_w2_handler1,1756629,7077323,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2424252437,fastq,1091588,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",15719310,,"""FastQC""",,15078868,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-06-06 07:50:41.507342,25236.0,173437.283594
,,,,2014-06-21 14:02:33.277890,slurm_single,,main_w2_handler1,1939144,7163131,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",900001,fastq,1173734,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",15834296,,"""FastQC""",,14968463,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-06-23 14:12:51.166221,45986.0,173417.88833100002
,,,,2015-02-08 22:46:44.732026,rodeo_normal,,main_w2_handler1,2199504,8684247,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2682453.roundup,slurm,,corral-repl,,"""5a1c7b02afe411e48e0f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18446368,,"""FastQC""",,21022057,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-10 10:47:10.692134,59108.0,129625.96010800001
,,,,2014-08-01 09:49:51.897271,slurm_single,,main_w2_handler0,2000058,7378303,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11450104567,fastq,1381878,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16238544,,"""FastQC""",,14681253,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-03 10:00:13.285341,48549.0,173421.38807000002
,,100286124.0,tabular,2014-08-04 16:17:33.744060,slurm_single,,main_w2_handler0,2005524,7391370,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7911153570,fastq,1394694,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""",16267448,,"""ce10""",16266939,,"""FastQC""",,15959686,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-06 16:28:04.318585,48587.0,173430.574525
,,100286124.0,tabular,2014-08-05 08:47:23.205182,slurm_single,,main_w2_handler1,2005214,7395847,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7911482810,fastq,1399144,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""",16273344,,"""ce10""",16264056,,"""FastQC""",,15959686,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-07 08:58:10.119942,48587.0,173446.91476
,,,,2014-08-15 17:15:58.469706,slurm_single,,main_w1_handler1,2006108,7445370,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",34341898,fastq,1446509,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16271497,,"""BurnInLambda080414FastQC""",,16064162,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-17 17:30:49.186767,,173690.717061
,,,,2014-08-15 19:41:45.691644,slurm_single,,main_w2_handler1,2007232,7445847,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",46183548,fastqsanger,1447467,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16356435,,"""FastQCaaagggh""",,16074849,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-17 21:33:19.208876,,179493.517232
,,,,2014-08-15 21:23:43.688789,slurm_single,,main_w2_handler0,2007232,7446272,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",46183548,fastqcssanger,1452790,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16356510,,"""FastQC""",,16074849,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-19 21:43:52.557859,,346808.86907
,,,,2014-08-15 21:24:05.981810,slurm_single,,main_w2_handler0,2007232,7446275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",46183548,fastqsanger,1462650,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16356435,,"""FastQCa""",,16074849,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-21 21:54:11.632188,,520205.65037800005
300.0,len,,,2014-08-26 17:50:11.621718,slurm_single,,main_w1_handler0,1969968,7491230,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1182072833,fastq,1492349,slurm,,corral-repl,,,"""/galaxy-repl/main/files/008/804/dataset_8804940.dat""",,,"""?""",16420703,,"""FastQC""",,15667312,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-28 18:00:38.852483,50944.0,173427.23076500001
,,,,2014-08-26 22:08:54.612885,slurm_single,,main_w1_handler1,1694152,7494238,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2183399676,fastq,1494588,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16412561,,"""FastQC""",,16402962,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-08-28 22:19:07.896341,41525.0,173413.283456
,,,,2014-09-03 19:49:01.126068,slurm_single,,main_w1_handler0,2036347,7563495,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15116177573,fastq,1560684,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,"""ce10""",16537652,,"""FastQC""",,16388421,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-05 20:14:24.980332,52304.0,174323.85426400002
,,,,2014-09-04 18:24:55.145619,slurm_single,,main_w2_handler1,2036347,7594767,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15116177573,fastq,1580704,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,"""ce10""",16537652,,"""FastQC""",,16388421,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-06 18:35:56.295597,52304.0,173461.149978
,,951889506.0,tabular,2014-09-10 23:46:50.189968,roundup_single,,main_w1_handler1,1856153,7695222,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1371617850,fastqsanger,1682097,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""",16721090,,"""dm3""",16708117,,"""FastQC""",,16383287,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-12 23:49:51.440661,47065.0,172981.250693
,,974286215.0,tabular,2014-09-10 23:47:04.697648,roundup_single,,main_w2_handler0,1856153,7695224,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1403897887,fastqsanger,1682098,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""",16721092,,"""dm3""",16708136,,"""FastQC""",,16383287,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-12 23:50:20.959493,47065.0,172996.261845
,,,,2014-09-08 12:23:04.457927,slurm_single,,main_w1_handler0,2036347,7655472,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15116177573,fastq,1643412,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,"""ce10""",16537652,,"""FastQC""",,16388421,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-10 12:33:32.873200,52304.0,173428.41527300002
,,,,2014-09-09 10:08:42.279177,roundup_single,,main_w1_handler1,2034764,7669260,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",391727964,bam,1656890,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",16682766,,"""FastQC""",,16825326,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-11 10:09:06.715876,52560.0,172824.436699
,,,,2014-09-16 19:01:26.298624,roundup_single,,main_w2_handler1,1909943,7803506,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",603761110,fastq,1788615,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16904533,,"""FastQC""",,17021536,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-18 19:02:00.206311,49027.0,172833.907687
,,,,2014-09-18 13:44:13.996441,roundup_single,,main_w2_handler1,2056917,7812863,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2277335041,fastq,1797578,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16929630,,"""FastQC""",,17062529,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-20 13:44:33.326196,45986.0,172819.329755
,,,,2014-09-18 13:44:02.119410,roundup_single,,main_w2_handler0,2056917,7812862,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2286018561,fastq,1797577,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16929628,,"""FastQC""",,17062529,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-20 13:44:33.338805,45986.0,172831.21939500002
,,,,2014-09-22 07:38:05.337172,roundup_single,,main_w2_handler1,2056917,7823755,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2277335041,fastq,1808555,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16929630,,"""FastQC""",,17062529,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-24 07:38:39.994753,45986.0,172834.657581
,,,,2014-09-22 07:37:53.391773,roundup_single,,main_w1_handler1,2056917,7823753,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2286018561,fastq,1808554,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",16929628,,"""FastQC""",,17062529,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-09-24 07:38:10.145792,45986.0,172816.754019
