create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.populations,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-06 18:58:37.529060,slurm_normal,,main_w3_handler0,2781671,14705275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9284401,gd_ped,8874989.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""","[{'src': 'hda', 'id': 27836382}]","""4""",,35230560,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2017-01-08 06:59:01.039811,46964,129623.51075100001
