create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,otu_in,otu_in_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.size,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-05 03:39:38.441074,slurm_normal,,main_w3_handler1,3059872,15490954,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9618858.roundup,slurm,,corral-repl,182031,tabular,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10000""",,37117180,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_sub_sample/1.23.0,1.23.0,,2017-04-06 15:40:07.151801,,129628.71072700001
