create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-03 11:55:22.972178,slurm_multi,,main_w3_handler2,3226131,17007594,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5069345,tabular,11063890.roundup,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31533712}]","""false""",,39951261,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-07 11:55:55.586182,110306,345632.61400400003
2017-10-19 08:12:36.792391,slurm_multi,,main_w3_handler2,3259374,17142431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22319463,tabular,11199998,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31753815}]","""false""",,41352783,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-23 08:13:31.933420,111935,345655.14102900005
2017-10-19 08:12:38.517375,slurm_multi,,main_w4_handler2,3259374,17142437,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18241664,tabular,11200000,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31753821}]","""false""",,41352783,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-23 08:13:59.507402,111935,345680.990027
2017-10-19 08:12:37.938169,slurm_multi,,main_w3_handler2,3259374,17142435,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17099684,tabular,11251398,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31753819}]","""false""",,41352783,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-28 10:57:56.459456,111935,787518.521287
2017-10-25 04:08:09.894711,slurm_multi,,main_w3_handler2,3287353,17205701,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1387130,tabular,11265664,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31867070}]","""false""",,41284750,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-29 04:08:32.574856,113659,345622.68014500005
