create_time,destination_id,exit_code,fasta_file,fasta_file_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_file.values,parameters.force_quality_encoding,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-09 18:55:56.203687,slurm_normal,,2927607333,fasta,main_w4_handler0,3260869,17057950,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11115278.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31590635}]","""ascii""",,40953885,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-10-11 06:56:33.429018,111983,129637.22533100001
2017-12-04 16:22:38.987692,slurm_normal,,504806835,fasta,main_w3_handler1,3341893,17691707,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11756089,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32719658}]","""ascii""",,42451528,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-06 04:22:52.128426,111965,129613.14073400002
2017-12-04 21:02:05.821120,slurm_normal,,504806836,fasta,main_w4_handler0,3341893,17695627,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11759799,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32725850}]","""decimal""",,42457718,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-06 09:02:26.891982,111965,129621.07086200001
2017-12-04 21:12:17.203461,slurm_normal,,504806835,fasta,main_w3_handler1,3341893,17695698,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11759909,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32725964}]","""ascii""",,42457718,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-06 09:12:56.318932,111965,129639.11547100001
