candidate,candidate_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.align,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.candidate.values,parameters.chromInfo,parameters.dbkey,parameters.reverse.__current_case__,parameters.reverse.flip,parameters.reverse.threshold,parameters.scoring.__current_case__,parameters.scoring.adjust,parameters.search.__current_case__,parameters.search.ksize,parameters.search.method,runner_name,session_id,state,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
259,fasta,2017-03-22 10:14:51.519161,slurm_normal,,main_w4_handler0,3030375,15364236,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9502980.roundup,slurm,,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28762844}]","[{'src': 'hda', 'id': 28876037}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,0,8,kmer,,36717687,error,989646973,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-23 22:19:47.807162,91022,129896.28800100001
259,fasta,2017-03-24 15:25:38.042134,slurm_normal,,main_w4_handler0,3030375,15387493,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9523535.roundup,slurm,,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28762844}]","[{'src': 'hda', 'id': 28876037}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,0,8,kmer,,36717687,error,989646973,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-26 03:34:56.969981,91022,130158.92784700001
5342679,fasta,2017-03-23 14:26:41.986116,slurm_normal,,main_w4_handler1,2622894,15376145,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9514167.roundup,slurm,,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28893675}]","[{'src': 'hda', 'id': 28893492}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,0,8,kmer,,36809205,error,1303538174,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-25 02:27:15.280097,78239,129633.29398100001
17141,fasta,2017-03-03 20:02:12.053032,slurm_normal,,main_w4_handler1,2892417,15203138,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9353410.roundup,slurm,,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 27265021}]","[{'src': 'hda', 'id': 28602905}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,0,8,kmer,,35107751,error,419890973,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-03-05 08:02:39.644924,92443,129627.59189200001
166888817,fasta,2017-04-20 02:54:46.413781,slurm_normal,,main_w3_handler1,3041699,15631060,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9749201.roundup,slurm,,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29133376}]","[{'src': 'hda', 'id': 29107895}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,0,8,kmer,,37027002,error,2069309355,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-21 14:55:10.208499,86414,129623.794718
