bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
1262427405,bam,2016-05-01 10:45:23.364680,slurm_normal,,main_w2_handler0,1662042,12710148,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6913734.roundup,slurm,,corral-repl,,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d1314799594c599'}]","""50""","""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""","""bigwig""","""""",2,2,2451960000,1.0,1x,,29973811,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:55:22.398268,25804,130199.033588
1262427405,bam,2016-05-03 09:47:03.006891,slurm_normal,,main_w1_handler0,1662042,12744863,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6949328.roundup,slurm,,corral-repl,,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d1314799594c599'}]","""50""","""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""","""bigwig""","""""",2,2,2451960000,1.0,1x,,29973811,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-04 21:48:26.900770,25804,129683.89387900001
1262427405,bam,2016-05-03 16:49:50.549851,slurm_normal,,main_w2_handler1,1662042,12759902,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6956579.roundup,slurm,,corral-repl,,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d1314799594c599'}]","""50""","""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""","""bigwig""","""""",2,2,2451960000,1.0,1x,,29973811,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-05 04:50:58.539346,25804,129667.989495
