create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input2,parameters.threshold,parameters.windowsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-27 02:33:11.362913,rodeo_normal,,main_w1_handler1,2212812,8825876,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3267,pair,3267,pair,2940234.roundup,slurm,,corral-repl,,"""f8b114f6be2811e4a746005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18665146,18665146,"""23""","""5""",,21350524,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2015-02-28 14:33:46.855949,59589,129635.49303600001
