create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.c.__current_case__,parameters.c.consensus,parameters.c.fraction,parameters.c.hapNum,parameters.c.phredProb,parameters.c.theta,parameters.chromInfo,parameters.dbkey,parameters.indels,parameters.lastCol,parameters.mapCap,parameters.refOrHistory.__current_case__,parameters.refOrHistory.index,parameters.refOrHistory.input1.values,parameters.refOrHistory.reference,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-04 22:58:11.652407,slurm_normal,,main_w3_handler0,2830663,14008417,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5194186999,bam,8226992.roundup,slurm,,corral-repl,,1,yes,0.001,2,40,0.85,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""yes""","""30""",0,hg19,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5411e227f66e837f2'}]",indexed,,33372989,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.2,1.1.2,,2016-10-06 11:02:14.983252,85955,129843.330845
2017-02-10 14:40:14.890861,slurm_normal,,main_w4_handler1,2976814,15005073,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",363690324,bam,9160734.roundup,slurm,,corral-repl,,0,no,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""no""","""no""","""60""",0,mm9,"[{'src': 'hda', 'id': 28292137}]",indexed,,35928885,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.2,1.1.2,,2017-02-12 02:40:35.782339,52862,129620.891478
