create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.genome,parameters.input,parameters.report.__current_case__,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-24 05:08:33.606424,slurm_normal,,2093999,gtf,main_w2_handler0,2594322,12241134,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",698748260,bam,6454245.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""False""","""False""",23755863,23985814,0,bg,1.0,False,"""False""","""""","""False""",,28867719,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-25 17:11:46.123860,34556,129792.51743600001
2016-03-28 15:48:28.914687,slurm_normal,,2093999,gtf,main_w2_handler1,2594322,12262463,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",698748260,bam,6472920.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""False""","""False""",23755863,23985814,0,bg,1.0,False,"""False""","""""","""False""",,28867719,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-30 03:49:02.206078,34556,129633.291391
2016-03-30 04:39:57.839522,slurm_normal,,2093999,gtf,main_w2_handler1,2594322,12280140,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",698748260,bam,6489492.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""False""","""False""",23755863,23985814,0,bg,1.0,False,"""False""","""""","""False""",,28867719,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-31 16:40:40.225204,34556,129642.38568200001
