create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.acceptall,parameters.chromInfo,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.query_cov,parameters.userfields_output.__current_case__,parameters.userfields_output.userfields_output_select,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-01 11:51:33.118597,slurm_normal,,main_w1_handler1,2584615,11654996,False,27668810,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5916190.roundup,slurm,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.97""","""1""",23112465,"""""",1,no,,27987969,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.1.3.1,1.1.3.1,,2016-02-02 23:51:56.344510,77832,129623.225913
