create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.out_format1,parameters.regions,parameters.separate,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-18 13:01:30.035485,slurm_normal,,main_w1_handler0,2502758,10934857,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1486,seqtable,5190050.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22050131,"""fasta""","""1327915-1327880""","""yes""",,26331946,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractseq35/5.0.0,5.0.0,,2015-11-20 01:02:27.186951,73167,129657.15146600001
