create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-25 15:15:29.625325,slurm_normal,,main_w3_handler0,2856364,14170383,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8383019.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1747410,accession_number,"""fastqsanger""",,33877741,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0,2.7.0,,2016-10-27 03:17:14.518527,27937,129704.893202
