create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.motif,parameters.out_format1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-30 09:35:56.747923,slurm_normal,,main_w2_handler0,2752600,13295022,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1108075,preg,7496630.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be41ea39b5decb48'}]","""YXXXL""","""excel""",,31081737,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: patmatdb67/5.0.0,5.0.0,,2016-07-01 21:36:21.011348,86604,129624.26342500001
2014-02-04 21:48:51.672959,slurm_single,,main_w2_handler1,1691265,6461597,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37477,regions,492371,slurm,,corral-repl,,"""/galaxy/data/chrom/mm8.len""","""mm8""",14363161,,"""WGATAR""","""regions""",,12895106,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: patmatdb67/5.0.0,5.0.0,,2014-02-06 21:59:23.944558,6360,173432.271599
2014-02-04 21:40:19.872563,slurm_single,,main_w1_handler0,1691265,6461562,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37477,regions,492333,slurm,,corral-repl,,"""/galaxy/data/chrom/mm8.len""","""mm8""",14363161,,"""WGATAR""","""seqtable""",,12895106,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: patmatdb67/5.0.0,5.0.0,,2014-02-06 21:50:54.258006,6360,173434.385443
2014-02-05 16:23:33.887670,slurm_single,,main_w2_handler1,1691265,6466549,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37477,regions,497411,slurm,,corral-repl,,"""/galaxy/data/chrom/mm8.len""","""mm8""",14363161,,"""CGATAA""","""seqtable""",,12895106,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: patmatdb67/5.0.0,5.0.0,,2014-02-07 16:33:53.064613,6360,173419.176943
