bamfile,bamfile_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bamfile.values,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.source_select,parameters.reference.values,reference,reference_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
382771028,bam,2017-07-03 13:10:08.311926,slurm_normal,,main_w3_handler1,3172982,16248933,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10323117.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 30276187}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,"[{'src': 'hda', 'id': 30173879}]",87261,fasta,,38938968,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-07-05 01:10:35.124928,65414,129626.81300200001
