create_time,destination_id,exit_code,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.reference_source.__current_case__,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.standard_covs,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-10 11:07:38.921390,slurm_normal_16gb,,7572857398,vcf,main_w3_handler0,3025504,15261740,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4048111,bam,9408219.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 28705733}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,1,"[{'src': 'hda', 'id': 28706212}]","[{'src': 'hda', 'id': 28705734}]",history,[],"""false""",3199905909,fasta,,36546408,error,toolshed.g2.bx.psu.edu/repos/devteam/count_covariates/gatk_count_covariates/0.0.5,0.0.5,,2017-03-11 11:58:45.898918,56382,89466.977528
2017-03-12 09:50:54.042976,slurm_normal_16gb,,7572857398,vcf,main_w4_handler1,3025504,15273268,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4048111,bam,9418513.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 28705733}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,1,"[{'src': 'hda', 'id': 28706212}]","[{'src': 'hda', 'id': 28705734}]",history,[],"""false""",3199905909,fasta,,36142187,error,toolshed.g2.bx.psu.edu/repos/devteam/count_covariates/gatk_count_covariates/0.0.5,0.0.5,,2017-03-13 09:51:10.909890,56382,86416.866914
2017-03-13 10:07:42.861887,slurm_normal_16gb,,7572857398,vcf,main_w4_handler0,3025504,15279831,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4048111,bam,9424018.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 28705733}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,1,"[{'src': 'hda', 'id': 28706212}]","[{'src': 'hda', 'id': 28705734}]",history,[],"""false""",3199905909,fasta,,36587777,error,toolshed.g2.bx.psu.edu/repos/devteam/count_covariates/gatk_count_covariates/0.0.5,0.0.5,,2017-03-14 10:24:26.558815,56382,87403.696928
