create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs1_filetype,inputs2,inputs2_filetype,inputs3,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.additional_inputs,parameters.annotation.__current_case__,parameters.annotation.reference_annotation,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.inputs,parameters.inputs.values,parameters.min_isoform_fraction,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,ref_file,ref_file_filetype,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-04 10:07:29.970742,slurm_multi_dynamic_walltime,,main_w2_handler2,2419453,10258127,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17847932,17847932,,,gtf,13929815,gtf,,,,,,,,,,,,,,,gtf,4545462,slurm,,corral-repl,,0,no,,[],1,,,No,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""21005313,21006220""",,"""0.05""",1,1.0,,history,20979783.0,,Yes,2357817311.0,fasta,,,,,,25011541,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0,2.2.1.0,,2015-09-05 22:08:17.802409,68199,129647.831667
2016-04-04 02:15:59.733230,slurm_multi_development,,main_w2_handler2,2636780,12329516,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",103313401,103313401,,,gtf,99664230,gtf,,,,,,,,,,,,,,,gtf,6536002.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,[],0,24012407.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""24124338,24124346""",,"""0.05""",1,0.0,hg19,cached,,,Yes,,,1010393889.0,gtf,,,,29253200,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0,2.2.1.0,,2016-04-04 02:46:28.326973,62982,1828.5937430000001
2016-09-22 09:47:01.333378,slurm_multi_dynamic_walltime,,main_w4_handler2,2813018,13914898,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",430994354,430994354,,,gtf,529778250,gtf,339047455.0,gtf,,,,,,,,,,,,,gtf,8137364,slurm,,corral-repl,,0,no,,[],0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b00d7c23ce135c45'}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5717a55162f0e1700'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57af50ed55ce47879'}, {'src': 'hda', 'id': 'bbd44e69cb8906b531210a695e09dae9'}]","""0.0""",1,1.0,,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7117bc8dd6ed7c7'}]",Yes,,,1034362396.0,gtf,,3099737901.0,fasta,32139442,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0,2.2.1.0,,2016-09-23 21:48:47.209265,7115,129705.875887
2018-02-24 09:20:55.644711,slurm_multi,,main_w4_handler2,3383216,18505866,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",60109876,60109876,59788132.0,gtf,gtf,66252693,gtf,63947355.0,gtf,69300626.0,gtf,58722608.0,gtf,59945883.0,gtf,74087910.0,gtf,64031833.0,gtf,64221989.0,gtf,gtf,12603305,slurm,,corral-repl,,0,no,,[],0,,"[{'src': 'hda', 'id': 33616280}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 34045497}, {'src': 'hda', 'id': 34045502}, {'src': 'hda', 'id': 34045507}, {'src': 'hda', 'id': 34045512}, {'src': 'hda', 'id': 34045517}, {'src': 'hda', 'id': 34045522}, {'src': 'hda', 'id': 34045527}, {'src': 'hda', 'id': 34045532}, {'src': 'hda', 'id': 34045537}, {'src': 'hda', 'id': 34045542}]","""0.05""",0,,,,,,No,,,95963820.0,gtf,,,,44006151,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0,2.2.1.0,,2018-02-26 04:07:03.974707,89476,153968.32999600001
