create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.chromInfo,parameters.dbkey,parameters.input_type.__current_case__,parameters.input_type.adv_pe_options.N,parameters.input_type.adv_pe_options.__current_case__,parameters.input_type.adv_pe_options.a,parameters.input_type.adv_pe_options.adv_pe_options_selector,parameters.input_type.adv_pe_options.c,parameters.input_type.adv_pe_options.n,parameters.input_type.adv_pe_options.o,parameters.input_type.fastq_input1,parameters.input_type.fastq_input2,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.rg.ID,parameters.rg.SM,parameters.rg.__current_case__,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-18 07:37:54.925917,rodeo_normal,,26205603290,fastqsanger,26205603290,fastqsanger,main_w1_handler1,2238175,8975155,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3216817.roundup,slurm,,corral-repl,,,,0,illumina,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,1,,do_not_set,,,,18895196,18895198,paired,0,hg19,cached,,,1,do_not_set,,,,21444984,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-19 19:39:13.535318,23909,129678.60940100001
2015-11-09 06:58:56.978507,slurm_multi_dynamic_walltime,,4948590228,fastqsanger,3965335272,fastqsanger,main_w2_handler2,2480912,10850394,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5104897,slurm,,corral-repl,,0.0,no,0,illumina,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1,,do_not_set,,,,21777673,21777674,paired,1,21922468,history,,,1,do_not_set,4631327831.0,fasta,,26173110,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-11-10 18:59:23.780217,71005,129626.80171000001
2015-11-09 06:58:55.663367,slurm_multi_dynamic_walltime,,4948590228,fastqsanger,3965335272,fastqsanger,main_w2_handler2,2480912,10850393,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5104896,slurm,,corral-repl,,0.0,no,0,illumina,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1,,do_not_set,,,,21777673,21777674,paired,1,21922467,history,,,1,do_not_set,3548432497.0,fasta,,26173110,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-11-10 18:59:23.086426,71005,129627.42305900001
2015-03-10 10:04:42.523563,rodeo_normal,,1196774294,fastqsanger,12913270993,fastqsanger,main_w2_handler1,2231332,8905743,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3087807.roundup,slurm,,corral-repl,,,,0,illumina,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10,0,500,set,5e-05,2,100000,18799560,18798180,paired,1,18797901,history,readgroup1,blood,0,set,598387147.0,fasta,,21657892,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-11 22:06:34.358862,60673,129711.83529900001
