create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.false_num,parameters.input,parameters.max_window,parameters.min_window,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-12-17 17:59:56.151687,slurm_normal,,main_w2_handler0,2542086,11210876,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",597,gff,5484440.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""",22502291,"""6""","""2""",,26871501,error,hgv_pass,1.0.0,,2015-12-19 06:01:18.824215,,129682.67252800001
2015-12-18 12:39:17.947256,slurm_normal,,main_w1_handler2,2542830,11220986,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",597,gff,5496466.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""",22518538,"""6""","""2""",,26894254,error,hgv_pass,1.0.0,,2015-12-20 00:40:59.398167,,129701.450911
2016-03-14 01:08:48.129003,slurm_normal,,main_w1_handler2,2526171,12123624,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",57759,gff,6344764.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""100.0""",23822237,"""100""","""2""",,28969713,error,hgv_pass,1.0.0,,2016-03-15 13:10:09.067590,74262.0,129680.93858700001
