create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advanced.chunkmbs,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-07 10:10:26.892762,slurm_normal,,main_w3_handler1,3449094,18637131,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",319326910,tabular,12733450,slurm,,corral-repl,,512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34261465}]","""20""","""false""","""2""",,43622766,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-08 22:11:06.890356,119480,129639.99759400001
