chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dnarna,parameters.input,parameters.input.values,parameters.out_order,parameters.outcontrol.__current_case__,parameters.outcontrol.out_seqnos,parameters.outcontrol.outform,parameters.outname,parameters.range.__current_case__,parameters.range.mode,parameters.range.seq_range_end,parameters.range.seq_range_start,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-14 15:41:58.335428,rodeo_normal,,main_w1_handler0,2011729,8948522,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",97088610,fasta,3166990.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/12.len""","""12""","""DNA""",18857705,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,21802324.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-03-16 03:42:43.844188,44130.0,129645.50876000001
,,2015-05-04 19:39:59.598199,slurm_normal,,main_w2_handler1,2257279,9390355,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5748459,fasta,3723126.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19565804,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,22868221.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-05-06 07:40:52.097159,61864.0,129652.49896000001
,,2015-03-20 16:32:56.394793,rodeo_normal,,main_w2_handler0,2175991,8997301,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9551407,fasta,3258068.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18934233,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,20525383.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-03-22 04:33:36.575546,,129640.18075300001
,,2015-03-31 03:27:12.385371,rodeo_normal,,main_w2_handler1,2254688,9097900,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9571485,fasta,3383190.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19076713,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,22131479.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-01 15:28:00.685845,,129648.300474
,,2015-03-31 10:59:10.622449,rodeo_normal,,main_w2_handler1,2138873,9100215,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",24612048,fasta,3386348.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19081612,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,21715330.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-01 23:00:02.254441,57139.0,129651.63199200001
,,2015-04-02 05:26:39.008336,slurm_normal,,main_w1_handler1,2257683,9121744,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",133169153,fasta,3406639.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19116858,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run_Barx1""",0,complete,,,,22209590.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-03 17:54:41.904714,,131282.896378
,,2015-04-08 09:30:04.370373,slurm_normal,,main_w2_handler1,2263378,9169469,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",43885019,fasta,3449505.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19188980,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,21856921.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-09 21:30:54.282705,60816.0,129649.912332
,,2015-05-06 14:39:06.746495,slurm_normal,,main_w2_handler0,2295689,9411063,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10788052,fasta,3741292.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19608069,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,22909611.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-05-08 02:39:54.624957,,129647.87846200001
,,2015-04-15 07:31:00.119212,slurm_normal,,main_w1_handler0,2270591,9234723,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",162981545,fasta,3515936.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19293645,,"""ALIGNED""",2,ON,clustal,"""Clustal_run""",0,complete,,,,22482782.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-16 19:32:00.929579,,129660.81036700001
,,2015-04-17 12:56:35.493576,slurm_normal,,main_w2_handler1,2249772,9256461,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8146879,fasta,20710.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",19328309,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,22171119.0,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-04-19 00:57:20.142837,54480.0,129644.64926100001
