create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.accession,parameters.casesensitive,parameters.chromInfo,parameters.dbkey,parameters.description,parameters.heading,parameters.html_out1,parameters.input1.values,parameters.pattern,parameters.search_name,parameters.usa,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-13 12:53:16.257868,slurm_normal,,main_w2_handler1,2757753,13394975,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",62011260593,srspair,7606868.roundup,slurm,,corral-repl,,"""yes""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","[{'src': 'hda', 'id': 'bbd44e69cb8906b567edade54f2b2304'}]","""90%,95%,100%""","""yes""","""yes""",,30061330,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: textsearch98/5.0.0,5.0.0,,2016-07-15 00:54:09.074330,62597,129652.816462
