create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.eightyseven,parameters.input1,parameters.mean,parameters.minsd,parameters.out_format1,parameters.sd,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-21 20:13:13.029435,slurm_normal,,main_w2_handler0,2401942,10167557,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",912,motif,4436320.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""caulCres""","""no""",20854608,"""238.71""","""0.1""","""motif""","""293.61""",,24669548,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-08-23 08:13:48.809793,67439,129635.780358
