chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-17 12:39:47.684473,slurm_normal,,main_w3_handler0,2021503,15604672,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1140363,fasta,9724643.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29245362}]","""true""",,,,37374010,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-19 00:40:15.322447,48549.0,129627.63797400001
,,2017-04-20 21:49:25.567238,slurm_normal,,main_w4_handler1,3080656,15640063,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",231219,fasta,9757761.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29300669}]","""true""",0.0,basic,,37459330,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-22 09:49:50.570965,,129625.003727
,,2017-05-01 05:33:01.315864,slurm_normal,,main_w4_handler0,3093132,15713645,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",950677,fasta,9825043.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29414979}]","""true""",,,,37677922,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-05-02 18:03:26.161037,,131424.845173
,,2017-05-15 22:14:18.230998,slurm_normal,,main_w4_handler0,2927200,15842709,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",650095,fasta,9943634.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/dp3.len""","""dp3""","[{'src': 'hda', 'id': 29609683}]","""true""",0.0,basic,,37714842,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-05-17 10:14:52.585806,96760.0,129634.354808
,,2017-07-10 18:53:12.706014,slurm_normal,,main_w3_handler0,3185063,16301401,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1204401,fasta,10369572.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30374142}]","""true""",0.0,basic,,39140483,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-07-12 06:53:51.535624,108262.0,129638.82961000002
,,2017-08-02 19:02:02.081701,slurm_normal,,main_w3_handler1,3210250,16491176,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",629201,fasta,10566087.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30729541}]","""true""",,,,39675606,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-04 22:49:53.733302,102197.0,186471.65160100002
,,2017-08-05 18:56:13.185018,slurm_normal,,main_w4_handler0,3212086,16511289,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",702748,fasta,10581748.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30767813}]","""true""",,,,39727780,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-07 08:27:03.415513,102197.0,135050.230495
,,2017-08-05 18:56:12.199180,slurm_normal,,main_w4_handler1,3212086,16511287,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",629201,fasta,10582551.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30767807}]","""true""",,,,39727780,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-07 12:42:04.252620,102197.0,150352.05344000002
,,2017-08-11 11:11:40.188796,slurm_normal,,main_w4_handler1,2742820,16557613,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",913516,fasta,10628741.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30838381}]","""true""",0.0,basic,,39814567,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-12 23:12:19.506152,38945.0,129639.31735600001
,,2017-08-11 11:11:54.164676,slurm_normal,,main_w3_handler0,2742820,16557614,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",945952,fasta,10628743.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30838383}]","""true""",0.0,basic,,39814567,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-12 23:12:19.757281,38945.0,129625.59260500001
,,2017-08-11 09:22:08.527506,slurm_normal,,main_w3_handler0,3217094,16556971,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",534622,fasta,10628134.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30819963}]","""true""",,,,39821525,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-12 21:22:18.194501,109962.0,129609.666995
,,2017-08-11 11:05:48.634676,slurm_normal,,main_w3_handler0,2742820,16557584,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",467736,fasta,10628708.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30838380}]","""true""",0.0,basic,,39814567,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-12 23:06:19.448594,38945.0,129630.81391800001
,,2017-08-17 08:42:58.236100,slurm_normal,,main_w4_handler1,3217094,16599332,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",534622,fasta,10671385.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30819963}]","""true""",,,,39821525,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-18 20:43:32.011721,109962.0,129633.77562100001
,,2017-08-24 08:01:23.679746,slurm_normal,,main_w3_handler1,3188621,16646653,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",849721,fasta,10719298.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30973355}]","""true""",,,,40025946,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-25 20:01:38.764534,105569.0,129615.08478800001
,,2017-08-24 16:26:22.806804,slurm_normal,,main_w3_handler1,3231877,16649990,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1361737,fasta,10722743.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30976002}]","""true""",0.0,basic,,40047703,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-26 04:26:47.552103,,129624.745299
,,2017-08-28 00:42:11.572228,slurm_normal,,main_w4_handler0,3217094,16670105,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",534622,fasta,10742310.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30819963}]","""true""",0.0,basic,,39821525,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-08-29 12:42:41.172370,109962.0,129629.60014200001
,,2017-08-31 10:22:55.329879,slurm_normal,,main_w4_handler1,2936266,16701534,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",713468,fasta,10774059.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31014195}]","""true""",,,,40110988,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-09-01 22:23:33.518509,68782.0,129638.18863
,,2017-10-12 09:04:02.242128,slurm_normal,,main_w4_handler0,2035807,17084954,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",895032,fasta,11141075.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""","[{'src': 'hda', 'id': 31582688}]","""true""",,,,40871543,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-13 21:04:32.495246,43898.0,129630.25311800001
,,2017-12-21 13:50:20.704299,slurm_normal,,main_w3_handler1,3369780,17869827,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",607647,fasta,11942352,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33025243}]","""true""",,,,42610464,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-23 01:50:45.083892,101497.0,129624.379593
,,2017-12-20 23:57:48.790985,slurm_normal,,main_w4_handler0,3368921,17865836,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",467914,fasta,11937713,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33029373}]","""true""",,,,42165233,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-22 11:58:41.816364,100453.0,129653.02537900001
,,2017-10-16 14:07:44.862934,slurm_normal,,main_w4_handler1,3204110,17113228,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",177936,fasta,11170221.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31707273}]","""true""",,,,41188489,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-18 02:08:03.112144,109437.0,129618.24921000001
,,2017-10-16 14:07:44.178943,slurm_normal,,main_w3_handler1,3204110,17113227,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",140360,fasta,11170222.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31707272}]","""true""",,,,41188489,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-18 02:08:08.349086,109437.0,129624.17014300001
,,2017-12-23 08:04:13.313791,slurm_normal,,main_w4_handler1,3360914,17884375,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",305706,fasta,11958318,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33060097}]","""true""",,,,42694269,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-24 20:04:27.477037,118371.0,129614.16324600001
,,2017-10-18 08:45:33.207785,slurm_normal,,main_w4_handler0,2035807,17127923,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",895032,fasta,11184900,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""","[{'src': 'hda', 'id': 31582688}]","""true""",,,,40871543,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-19 20:46:12.426386,43898.0,129639.21860100002
,,2017-12-27 01:34:09.039044,slurm_normal,,main_w3_handler0,3169615,17900815,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1287384,fasta,11975134,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33081564}]","""true""",,,,42636940,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-28 13:34:44.148309,107574.0,129635.109265
,,2018-03-02 15:00:41.070060,slurm_normal,,main_w3_handler1,3388197,18581954,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",663858,fasta,12676597,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 34171332}]","""true""",,,,43945109,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-03-04 03:01:15.916054,115477.0,129634.845994
,,2017-12-30 00:49:17.918087,slurm_normal,,main_w3_handler1,3373835,17917101,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",591305,fasta,11992409,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33117582}]","""true""",,,,42165233,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-31 12:49:35.368860,100453.0,129617.450773
,,2017-10-24 11:58:04.126462,slurm_normal,,main_w3_handler0,2035807,17191929,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",895032,fasta,11252746,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""","[{'src': 'hda', 'id': 31582688}]","""true""",,,,40871543,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-25 23:58:44.625101,43898.0,129640.49863900001
,,2018-01-05 13:39:21.824909,slurm_normal,,main_w3_handler1,3362828,17954347,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",636439,fasta,12030708,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32897874}]","""true""",,,,42997761,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-07 01:39:52.682112,90306.0,129630.857203
,,2017-10-26 18:12:52.967393,slurm_normal,,main_w3_handler1,3244929,17232322,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1638182,fasta,11292554,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31909399}]","""true""",,,,41548783,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-28 06:14:32.527102,79460.0,129699.55970900001
,,2017-10-29 03:59:28.900859,slurm_normal,,main_w3_handler0,3244929,17252450,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",819098,fasta,11312745,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31942548}]","""true""",,,,41548783,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-10-30 16:00:20.453987,79460.0,129651.55312800001
,,2018-01-08 08:15:25.452159,slurm_normal,,main_w4_handler1,3362828,17970176,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",636439,fasta,12046714,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32897874}]","""true""",,,,42997761,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-09 20:15:36.180816,90306.0,129610.72865700001
,,2018-01-09 11:37:48.940596,slurm_normal,,main_w3_handler0,3204110,17980482,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",851265,fasta,12057311,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33227926}]","""true""",,,,43076658,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-10 23:38:12.546343,109437.0,129623.60574700001
,,2018-01-08 01:34:48.188131,slurm_normal,,main_w4_handler0,3384025,17968688,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",562380,fasta,12045289,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33204269}]","""true""",,,,43023663,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-09 13:35:03.588383,,129615.400252
,,2017-11-05 11:35:58.350564,slurm_normal,,main_w3_handler0,3188621,17334383,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",809811,fasta,11396664,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32075456}]","""true""",,,,41767195,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-11-06 23:36:33.983133,105569.0,129635.63256900001
,,2018-01-09 10:57:08.177132,slurm_normal,,main_w3_handler1,3188621,17980293,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",819493,fasta,12057116,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31439522}]","""true""",,,,41728503,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-10 22:57:41.221012,105569.0,129633.04388000001
,,2018-01-09 14:42:29.295948,slurm_normal,,main_w3_handler1,3188621,17981929,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",703375,fasta,12058717,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33230020}]","""true""",,,,41728503,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-11 02:45:13.358507,105569.0,129764.06255900001
,,2018-01-10 13:08:27.581752,slurm_normal,,main_w3_handler1,3188621,17992490,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",691561,fasta,12070399,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33246016}]","""true""",,,,41728503,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-12 03:12:49.019890,105569.0,137061.438138
,,2018-01-10 13:08:26.650192,slurm_normal,,main_w4_handler0,3188621,17992489,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",974473,fasta,12070403,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33246015}]","""true""",,,,41728503,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-12 03:12:51.046507,105569.0,137064.39631500002
,,2017-11-17 13:41:36.604703,slurm_normal,,main_w4_handler0,3324234,17493469,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1526437,fasta,11552027,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32373196}]","""true""",0.0,basic,,42030667,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-11-19 01:42:27.204808,116209.0,129650.600105
,,2017-11-20 11:56:26.228357,slurm_normal,,main_w4_handler1,3321040,17517612,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",548492,fasta,11577386,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32416622}]","""true""",,,,41929475,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-11-21 23:56:58.802016,116004.0,129632.573659
,,2017-11-20 12:01:11.337374,slurm_normal,,main_w3_handler1,3332137,17517636,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",548492,fasta,11577435,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32416671}]","""true""",0.0,basic,,42114409,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-11-22 00:01:29.858719,,129618.521345
,,2017-11-22 01:28:19.103380,slurm_normal,,main_w3_handler1,3321040,17543374,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",548492,fasta,11602889,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32416622}]","""true""",,,,41929475,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-11-23 13:28:51.655384,116004.0,129632.55200400001
,,2018-01-13 04:37:33.340748,slurm_normal,,main_w3_handler1,3378537,18024934,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",901422,fasta,12102359,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33298416}]","""true""",,,,42915670,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-14 16:38:10.058402,,129636.71765400001
,,2018-01-30 13:35:34.180986,slurm_normal,,main_w3_handler1,3410365,18200431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",991399,fasta,12281433,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33570973}]","""true""",,,,43205202,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-01 01:36:27.330221,52552.0,129653.149235
,,2018-01-30 13:35:35.569310,slurm_normal,,main_w4_handler0,3410365,18200433,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1378165,fasta,12281431,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33570976}]","""true""",,,,43205202,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-01 01:36:27.404358,52552.0,129651.83504800001
,,2018-01-12 16:59:48.661053,slurm_normal,,main_w3_handler1,3390610,18018808,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",901422,fasta,12096071,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33288427}]","""true""",,,,43169253,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-14 05:00:06.642353,,129617.98130000001
,,2018-01-14 14:50:50.375365,slurm_normal,,main_w4_handler1,3204110,18030673,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",851265,fasta,12107697,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33227926}]","""true""",,,,41321810,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-16 02:50:58.905218,109437.0,129608.52985300001
,,2017-11-29 20:21:29.704503,slurm_normal,,main_w3_handler0,3329154,17641995,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",611206,fasta,11701764,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32632907}]","""true""",0.0,basic,,42067683,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-01 08:21:53.852643,,129624.14814
,,2018-01-14 15:06:21.829475,slurm_normal,,main_w4_handler1,3188621,18030704,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",703375,fasta,12107814,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33230020}]","""true""",,,,43191462,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-01-16 03:06:27.685839,105569.0,129605.856364
,,2017-12-07 20:28:02.175516,slurm_normal,,main_w4_handler1,3357165,17740235,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7542020,fasta,11806495,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32799566}]","""true""",,,,42481998,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-09 08:28:36.795947,56978.0,129634.620431
