create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.pattern,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-08 02:48:35.937660,slurm_normal,,main_w4_handler0,3319390,17743141,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1197,dreg,11809423,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32810064}]","""(RRCGYY)""",,41904588,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dreg27/5.0.0,5.0.0,,2017-12-09 14:49:07.204413,115897,129631.266753
