create_time,dbfile,dbfile_filetype,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.chromInfo,parameters.dbfile.values,parameters.dbkey,parameters.hardmask,parameters.id,parameters.iddef,parameters.outputs,parameters.qmask,parameters.queryfile.values,parameters.self_param,parameters.selfid_param,parameters.sizeout,parameters.strand,queryfile,queryfile_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-13 21:08:58.792265,39947098,fasta,slurm_normal,,main_w1_handler1,2666245,12446270,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6643817.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5056e8c8c5cfbaf0b'}]","""?""","""false""","""""","""2""","[""--blast6out""]","""dust""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab661d8cb0a23cfa'}]","""false""","""false""","""false""","""plus""",14037319134,fasta,,29589599,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/1.9.7.0,1.9.7.0,,2016-04-15 09:16:03.534731,5803,130024.74246600001
