create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams,input_bams1,input_bams1_filetype,input_bams_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.count,parameters.analysis_type.seed,parameters.chromInfo,parameters.dbkey,parameters.input_bams,parameters.input_bams.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-27 15:59:50.223225,slurm_normal_16gb,,main_w2_handler1,2573773,11615524,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12360378841,12360378841,bam,bam,5880091.roundup,slurm,,corral-repl,,5,random,22135013,1024,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""23033677""",,,27587696,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-01-28 16:00:43.374390,53644,86453.151165
2016-01-14 17:39:52.605385,slurm_normal_16gb,,main_w1_handler0,2563760,11506529,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10308589896,10308589896,bam,bam,5784113.roundup,slurm,,corral-repl,,5,random,16300000,1024,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""22903797""",,,27376250,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-01-16 17:38:52.638853,4519,172740.033468
2016-01-14 17:37:42.034045,slurm_normal_16gb,,main_w1_handler1,2563760,11506481,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9154184292,9154184292,bam,bam,5773595.roundup,slurm,,corral-repl,,5,random,16300000,1024,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""22903790""",,,27376250,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-01-15 17:38:17.090551,4519,86435.05650600001
2016-01-14 17:39:45.595912,slurm_normal_16gb,,main_w1_handler1,2563760,11506528,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9210215396,9210215396,bam,bam,5793005.roundup,slurm,,corral-repl,,5,random,16300000,1024,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""22903794""",,,27376250,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-01-17 17:39:27.970013,4519,259182.37410100002
2016-01-14 17:39:39.075328,slurm_normal_16gb,,main_w1_handler2,2563760,11506527,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10121181070,10121181070,bam,bam,5797185.roundup,slurm,,corral-repl,,5,random,16300000,1024,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""22903792""",,,27376250,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-01-18 17:40:03.080378,4519,345624.00505000004
2016-02-12 15:58:36.633691,slurm_normal_16gb,,main_w1_handler2,2587367,11811277,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",899969783,899969783,bam,bam,6058518.roundup,slurm,,corral-repl,,5,random,1000000,1024,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""23202989""",,,27432687,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-02-13 15:59:39.742125,76834,86463.10843400001
2016-02-17 23:19:50.549727,slurm_normal_16gb,,main_w1_handler2,2186621,11862018,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2505422848,2505422848,bam,bam,6103068.roundup,slurm,,corral-repl,,5,random,20000000,1024,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""23327181""",,,28366184,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-02-18 23:28:19.222795,58857,86908.673068
2016-02-19 10:49:39.599596,slurm_normal_16gb,,main_w1_handler1,2587367,11876210,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",899969783,899969783,bam,bam,6116527.roundup,slurm,,corral-repl,,5,random,1000000,1024,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""23202989""",,,27432687,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-02-20 10:50:28.061889,76834,86448.462293
2016-03-01 13:24:00.385167,slurm_normal_16gb,,main_w1_handler0,2573390,11980702,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1576973276,1576973276,bam,bam,6219031.roundup,slurm,,corral-repl,,5,random,10000000,1024,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""23571031""",,,28545828,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-03-03 09:08:45.057808,72450,157484.672641
2016-03-16 13:07:08.363531,slurm_normal_16gb,,main_w1_handler1,2634957,12153959,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",893046156,893046156,bam,bam,6370927.roundup,slurm,,corral-repl,,5,random,10929926,1024,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""23855982""",,,29011957,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,0.0.2,,2016-03-17 13:09:52.068689,37112,86563.70515800001
