bias_correction|ref_file,bias_correction|ref_file_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file.values,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.gtf_input,parameters.gtf_input.values,parameters.length_correction,parameters.multiread_correct,parameters.samples,ref_file,ref_file_filetype,runner_name,samples_0|sample,samples_0|sample_filetype,samples_1|sample,samples_1|sample_filetype,samples_2|sample,samples_2|sample_filetype,samples_3|sample,samples_3|sample_filetype,samples_4|sample,samples_4|sample_filetype,samples_5|sample,samples_5|sample_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-30 13:04:48.591783,slurm_normal,,186188733,gtf,main_w1_handler1,2322581,9566407,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3879594.roundup,slurm,,,,corral-repl,,,,,0,No,0,,,,,No,0,Yes,1,history,19848974.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19862082,,"""--no-effective-length-correction""","""False""","[{""sample"": 19848941, ""__index__"": 0}, {""sample"": 19848936, ""__index__"": 1}, {""sample"": 19848930, ""__index__"": 2}, {""sample"": 19848925, ""__index__"": 3}, {""sample"": 19848920, ""__index__"": 4}, {""sample"": 19848915, ""__index__"": 5}]",99137619.0,fasta,,850111427,bam,896693342.0,bam,888293713.0,bam,845846082.0,bam,900549499.0,bam,863068353.0,bam,23322822.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-06-01 01:05:22.917520,62967,129634.325737
209173538.0,fasta,2017-05-04 00:28:00.927132,slurm_multi,,552390290,gtf,main_w4_handler2,3097281,15741574,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9853908,slurm,,,,corral-repl,,0.0,no,"""805533fa306011e7b3e9005056a51846""",0,No,0,,,,,No,0,Yes,1,history,,"[{'src': 'hda', 'id': 29460760}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29460980}]","""""","""false""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 29460960}]}, ""__index__"": 0}]",,,,123215,bam,,,,,,,,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-05-05 20:10:01.117704,78468,157320.19057200002
3153507220.0,fasta,2017-07-10 15:34:53.795618,slurm_multi,,536580293,gtf,main_w4_handler2,3094820,16299143,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10367519,slurm,,452463.0,gtf,corral-repl,,0.0,no,,0,No,1,fr-secondstrand,"[{'src': 'hda', 'id': 29513096}]",500000,5000,Yes,0,Yes,1,history,,"[{'src': 'hda', 'id': 29525470}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30370439}]","""""","""false""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 30195920}]}, ""__index__"": 0}]",,,,2038134765,bam,,,,,,,,,,,39212832.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-07-12 03:41:48.432812,105260,130014.63719400001
3153507220.0,fasta,2017-07-10 15:35:15.008146,slurm_multi,,536580293,gtf,main_w4_handler2,3094820,16299145,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10383464,slurm,,452463.0,gtf,corral-repl,,0.0,no,,0,No,1,fr-secondstrand,"[{'src': 'hda', 'id': 29513096}]",500000,5000,Yes,0,Yes,1,history,,"[{'src': 'hda', 'id': 29525470}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30370439}]","""""","""false""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 30195919}]}, ""__index__"": 0}]",,,,2646895233,bam,,,,,,,,,,,39212832.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-07-13 15:43:34.080330,105260,259699.07218400002
3153507220.0,fasta,2017-07-10 15:35:33.168409,slurm_multi,,536580293,gtf,main_w3_handler2,3094820,16299149,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10399912,slurm,,452463.0,gtf,corral-repl,,0.0,no,,0,No,1,fr-secondstrand,"[{'src': 'hda', 'id': 29513096}]",500000,5000,Yes,0,Yes,1,history,,"[{'src': 'hda', 'id': 29525470}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30370439}]","""""","""false""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 30195467}]}, ""__index__"": 0}]",,,,1856667971,bam,,,,,,,,,,,39212832.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-07-15 03:44:08.049822,105260,389314.881413
3153507220.0,fasta,2017-07-10 15:36:05.659053,slurm_multi,,536580293,gtf,main_w4_handler2,3094820,16299153,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10416094,slurm,,452463.0,gtf,corral-repl,,0.0,no,,0,No,1,fr-secondstrand,"[{'src': 'hda', 'id': 29513096}]",500000,5000,Yes,0,Yes,1,history,,"[{'src': 'hda', 'id': 29525470}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30370439}]","""""","""false""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 30195448}]}, ""__index__"": 0}]",,,,1612456467,bam,,,,,,,,,,,39212832.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-07-16 21:20:49.766273,105260,539084.10722
