create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bam,input_bam1,input_bam1_filetype,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.chromInfo,parameters.dbkey,parameters.reference_source.__current_case__,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-03 14:01:18.958613,slurm_normal,,main_w4_handler1,2808995,15200022,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16399721027,16399721027,bam,bam,9350180.roundup,slurm,,corral-repl,,1,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 28537086}]","[{'src': 'hda', 'id': 27635199}]",history,564162806,fasta,,35868024,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2017-03-05 02:01:38.998314,89389,129620.039701
