create_time,destination_id,exit_code,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-23 07:21:23.404282,slurm_normal,,2483,mothur.count_table,main_w3_handler0,3401753,18129189,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12208877,slurm,,corral-repl,895,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,43368174,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2018-01-24 19:22:28.773074,113456,129665.36879200001
